ANN,trial,N1,N2,P1,P2,Succ.,Cong,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,1,2,9,8,1,I,1,S,1,S,11,0.381612,0.789076,0.30112
1,2,8,1,1,9,1,I,7,L,8,L,10,0.762451,0.511076,0.38967
1,3,2,8,9,8,1,I,6,S,1,S,8,0.289118,0.775966,0.224346
1,4,2,9,9,2,1,I,7,L,7,L,10,0.496125,0.758459,0.376291
1,5,9,2,9,2,1,C,7,L,7,L,7,0.839646,0.176208,0.147953
1,6,9,1,8,2,1,C,8,L,6,S,7,0.87869,0.150625,0.132353
1,7,2,9,8,2,1,I,7,L,6,S,10,0.477398,0.77102,0.368083
1,8,8,9,9,8,1,I,1,S,1,S,17,0.533448,0.767721,0.409539
1,9,8,9,1,2,1,C,1,S,1,S,10,0.325394,0.804704,0.261846
1,10,1,8,2,8,1,C,7,L,6,S,7,0.153538,0.871975,0.133881
1,11,2,9,8,9,1,C,7,L,1,S,8,0.232021,0.837625,0.194346
1,12,8,1,1,8,1,I,7,L,7,L,10,0.764165,0.507243,0.387617
1,13,2,1,1,2,1,I,1,S,1,S,15,0.775753,0.573241,0.444693
1,14,9,8,1,2,1,I,1,S,1,S,21,0.761285,0.640521,0.487619
1,15,1,9,9,2,1,I,8,L,7,L,10,0.484336,0.774967,0.375344
1,16,9,1,8,9,1,I,8,L,1,S,8,0.806272,0.276297,0.22277
1,17,9,1,2,9,1,I,8,L,7,L,10,0.790603,0.476648,0.37684
1,18,2,9,1,9,1,C,7,L,8,L,7,0.142264,0.891217,0.126788
1,19,2,8,9,2,1,I,6,S,7,L,10,0.501213,0.752492,0.377158
1,20,1,2,2,9,1,C,1,S,7,L,8,0.227318,0.829978,0.188669
1,21,9,8,9,8,1,C,1,S,1,S,12,0.797682,0.370914,0.295872
1,22,8,2,9,2,1,C,6,S,7,L,7,0.825112,0.186269,0.153693
1,23,1,8,2,1,1,I,7,L,1,S,9,0.335335,0.813518,0.272801
1,24,8,9,8,2,0,I,1,S,6,S,11,0.77056,0.423045,0.325982
1,25,2,8,2,1,1,I,6,S,1,S,9,0.34765,0.795954,0.276714
1,26,8,9,9,2,0,I,1,S,7,L,10,0.756969,0.399703,0.302563
1,27,1,2,2,1,1,I,1,S,1,S,13,0.501671,0.775052,0.388821
1,28,8,1,2,8,1,I,7,L,6,S,10,0.783269,0.478824,0.375048
1,29,1,9,8,2,1,I,8,L,6,S,10,0.465609,0.787528,0.36668
1,30,1,8,1,9,1,C,7,L,8,L,6,0.171959,0.752862,0.129462
1,31,2,1,1,8,1,I,1,S,7,L,17,0.753205,0.648734,0.488629
1,32,2,9,1,8,1,C,7,L,7,L,7,0.143442,0.887789,0.127347
1,33,1,8,8,9,1,C,7,L,1,S,8,0.22518,0.848854,0.191145
1,34,2,8,9,1,1,I,6,S,8,L,11,0.54049,0.769798,0.416068
1,35,1,2,1,8,1,C,1,S,7,L,8,0.211404,0.853398,0.180412
1,36,9,8,2,9,0,I,1,S,7,L,11,0.430569,0.775776,0.334025
1,37,8,2,1,2,1,I,6,S,1,S,10,0.776057,0.441286,0.342463
1,38,9,2,2,8,1,I,7,L,6,S,11,0.774199,0.521785,0.403965
1,39,8,2,1,8,1,I,6,S,7,L,12,0.774155,0.565102,0.437476
1,40,9,2,9,8,1,C,7,L,1,S,8,0.799847,0.25936,0.207449
1,41,9,1,9,8,1,C,8,L,1,S,7,0.754274,0.241895,0.182455
1,42,1,2,8,2,1,I,1,S,6,S,16,0.616989,0.764961,0.471972
1,43,9,2,2,9,1,I,7,L,7,L,11,0.771777,0.52666,0.406464
1,44,9,1,1,8,1,I,8,L,7,L,10,0.773793,0.500219,0.387066
1,45,2,9,2,9,1,C,7,L,7,L,7,0.158227,0.865562,0.136956
1,46,8,2,2,8,1,I,6,S,6,S,11,0.758472,0.533556,0.404687
1,47,9,2,8,1,1,C,7,L,7,L,7,0.856865,0.163133,0.139783
1,48,2,8,1,2,1,C,6,S,1,S,7,0.209951,0.787902,0.165421
1,49,8,9,8,1,0,I,1,S,7,L,10,0.775189,0.385214,0.298613
1,50,2,1,2,9,1,I,1,S,7,L,17,0.767035,0.630689,0.483761
1,51,8,1,2,1,1,C,7,L,1,S,7,0.780965,0.214169,0.167258
1,52,8,1,8,9,1,I,7,L,1,S,8,0.796564,0.283067,0.225481
1,53,8,2,2,1,1,C,6,S,1,S,8,0.836205,0.22416,0.187444
1,54,8,1,9,8,1,C,7,L,1,S,8,0.848674,0.22746,0.19304
1,55,8,9,9,1,0,I,1,S,8,L,10,0.787968,0.376922,0.297002
1,56,1,9,1,8,1,C,8,L,7,L,6,0.169077,0.754304,0.127535
1,57,2,1,2,8,1,I,1,S,6,S,17,0.769566,0.626141,0.481857
1,58,1,8,1,2,1,C,7,L,1,S,7,0.19898,0.804262,0.160032
1,59,1,9,2,1,1,I,8,L,1,S,8,0.324996,0.752249,0.244478
1,60,9,8,8,9,1,I,1,S,1,S,17,0.758497,0.571583,0.433544
1,61,1,2,1,2,1,C,1,S,1,S,9,0.24439,0.85783,0.209645
1,62,8,1,8,1,1,C,7,L,7,L,6,0.754037,0.169696,0.127957
1,63,1,2,1,9,1,C,1,S,8,L,8,0.210003,0.857042,0.179981
1,64,8,2,8,9,1,I,6,S,1,S,9,0.805216,0.322036,0.259309
1,65,9,2,9,1,1,C,7,L,8,L,7,0.86882,0.156069,0.135596
1,66,1,9,8,1,1,I,8,L,7,L,10,0.502555,0.760478,0.382182
1,67,1,9,1,9,1,C,8,L,8,L,6,0.168165,0.75739,0.127366
1,68,9,2,1,8,1,I,7,L,7,L,11,0.755018,0.549674,0.415014
1,69,2,8,2,8,1,C,6,S,6,S,7,0.164508,0.855615,0.140756
1,70,2,8,8,1,1,I,6,S,7,L,11,0.527922,0.778145,0.4108
1,71,1,9,9,1,1,I,8,L,8,L,10,0.515335,0.752186,0.387627
1,72,2,9,2,8,1,C,7,L,6,S,7,0.159786,0.86137,0.137635
1,73,2,8,8,2,1,I,6,S,6,S,10,0.482485,0.765053,0.369127
1,74,8,1,1,2,1,I,7,L,1,S,9,0.791854,0.383475,0.303656
1,75,9,8,9,2,1,C,1,S,7,L,9,0.82081,0.28689,0.235482
1,76,2,1,8,2,1,C,1,S,6,S,8,0.801578,0.24611,0.197277
1,77,1,8,8,2,1,I,7,L,6,S,10,0.469981,0.782468,0.367745
1,78,9,8,2,8,0,I,1,S,6,S,11,0.432991,0.7709,0.333793
1,79,8,1,2,9,1,I,7,L,7,L,10,0.780975,0.483672,0.377736
1,80,2,1,2,1,1,C,1,S,1,S,9,0.793782,0.285265,0.226438
1,81,1,2,2,8,1,C,1,S,6,S,8,0.229186,0.825433,0.189178
1,82,2,9,9,8,1,I,7,L,1,S,8,0.284131,0.782018,0.222195
1,83,1,2,8,1,1,I,1,S,7,L,17,0.635969,0.764923,0.486467
1,84,9,2,2,1,1,C,7,L,1,S,8,0.851887,0.213171,0.181597
1,85,1,9,9,8,1,I,8,L,1,S,8,0.272956,0.798439,0.217939
1,86,9,8,1,8,0,I,1,S,7,L,10,0.396863,0.771869,0.306326
