ANN,trial,N1,N2,P1,P2,Succ.,,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,5,1,0,0,1,,4,S,0,S,13,0.752731,0.028086,0.021141
1,2,7,5,0,0,1,,2,S,0,S,18,0.795546,0.008723,0.006939
1,3,8,6,0,0,0,,2,S,0,S,18,0.038349,0.759431,0.029124
1,4,6,8,0,0,1,,2,S,0,S,15,0.010767,0.785111,0.008453
1,5,2,9,0,0,1,,7,L,0,S,15,0.008024,0.789636,0.006336
1,6,2,7,0,0,1,,5,S,0,S,15,0.035564,0.753218,0.026787
1,7,1,3,0,0,1,,2,S,0,S,16,0.031027,0.763543,0.02369
1,8,7,8,0,0,1,,1,S,0,S,16,0.017863,0.779225,0.013919
1,9,2,4,0,0,1,,2,S,0,S,19,0.021656,0.784992,0.017
1,10,3,6,0,0,1,,3,S,0,S,13,0.018961,0.764373,0.014493
1,11,3,9,0,0,1,,6,S,0,S,14,0.005294,0.788181,0.004172
1,12,5,3,0,0,1,,2,S,0,S,17,0.781566,0.018996,0.014847
1,13,8,2,0,0,1,,6,S,0,S,14,0.792516,0.002869,0.002273
1,14,4,5,0,0,1,,1,S,0,S,19,0.028308,0.771107,0.021829
1,15,2,3,0,0,1,,1,S,0,S,28,0.032733,0.771626,0.025257
1,16,5,9,0,0,1,,4,S,0,S,17,0.026059,0.773594,0.020159
1,17,9,8,0,0,1,,1,S,0,S,20,0.773411,0.0293,0.022661
1,18,7,1,0,0,1,,6,S,0,S,13,0.769676,0.01467,0.011291
1,19,9,2,0,0,1,,7,L,0,S,13,0.798267,0,0
1,20,9,5,0,0,1,,4,S,0,S,14,0.778231,0.01292,0.010055
1,21,1,7,0,0,1,,6,S,0,S,14,0.004571,0.789022,0.003607
1,22,2,5,0,0,1,,3,S,0,S,19,0.010038,0.795702,0.007987
1,23,9,3,0,0,1,,6,S,0,S,13,0.755211,0.025482,0.019244
1,24,8,5,0,0,1,,3,S,0,S,16,0.770625,0.024295,0.018723
1,25,5,7,0,0,1,,2,S,0,S,19,0.022362,0.780894,0.017463
1,26,8,1,0,0,1,,7,L,0,S,13,0.788787,0,0
1,27,1,4,0,0,1,,3,S,0,S,15,0.023198,0.773287,0.017938
1,28,6,9,0,0,1,,3,S,0,S,16,0.039749,0.752791,0.029923
1,29,7,2,0,0,1,,5,S,0,S,14,0.764342,0.024926,0.019052
1,30,9,1,0,0,1,,8,L,0,S,12,0.777081,0.003349,0.002603
1,31,5,8,0,0,1,,3,S,0,S,15,0.023026,0.769767,0.017724
1,32,6,3,0,0,1,,3,S,0,S,18,0.794497,0.009966,0.007918
1,33,3,7,0,0,1,,4,S,0,S,14,0.024183,0.762685,0.018444
1,34,4,8,0,0,1,,4,S,0,S,14,0.007898,0.782542,0.006181
1,35,4,9,0,0,1,,5,S,0,S,15,0.01372,0.780814,0.010713
1,36,1,2,0,0,1,,1,S,0,S,21,0.01968,0.789374,0.015535
1,37,8,9,0,0,1,,1,S,0,S,26,0.025564,0.780442,0.019951
1,38,6,2,0,0,1,,4,S,0,S,15,0.772287,0.023014,0.017774
1,39,7,9,0,0,1,,2,S,0,S,19,0.020349,0.783535,0.015944
1,40,6,7,0,0,1,,1,S,0,S,18,0.021189,0.780367,0.016535
1,41,2,8,0,0,1,,6,S,0,S,14,0.003815,0.789299,0.003011
1,42,4,1,0,0,1,,3,S,0,S,15,0.795686,0.00238,0.001894
1,43,5,2,0,0,1,,3,S,0,S,15,0.789441,0.009949,0.007854
