ANN,trial,N1,N2,P1,P2,Succ.,,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,6,2,0,0,1,,4,S,0,S,15,0.778876,0.017762,0.013835
1,2,8,1,0,0,1,,7,L,0,S,13,0.793447,0,0
1,3,3,4,0,0,1,,1,S,0,S,16,0.019378,0.780952,0.015133
1,4,4,8,0,0,1,,4,S,0,S,14,0.006139,0.78472,0.004817
1,5,2,4,0,0,1,,2,S,0,S,19,0.013446,0.795062,0.01069
1,6,3,6,0,0,1,,3,S,0,S,13,0.017954,0.765598,0.013746
1,7,6,1,0,0,1,,5,S,0,S,14,0.800621,0,0
1,8,6,7,0,0,1,,1,S,0,S,18,0.020456,0.781151,0.015979
1,9,6,5,0,0,1,,1,S,0,S,21,0.761274,0.039051,0.029729
1,10,7,6,0,0,0,,1,S,0,S,17,0.009546,0.794131,0.007581
1,11,5,6,0,0,1,,1,S,0,S,16,0.003694,0.799697,0.002954
1,12,7,3,0,0,1,,4,S,0,S,16,0.788519,0.010611,0.008367
1,13,7,1,0,0,1,,6,S,0,S,13,0.774715,0.010755,0.008332
1,14,6,4,0,0,1,,2,S,0,S,20,0.768347,0.035868,0.027559
1,15,7,4,0,0,1,,3,S,0,S,17,0.779592,0.022626,0.017639
1,16,1,2,0,0,1,,1,S,0,S,20,0.049098,0.751466,0.036895
1,17,4,6,0,0,1,,2,S,0,S,14,0.017534,0.771523,0.013528
1,18,5,4,0,0,1,,1,S,0,S,19,0.782484,0.023979,0.018763
1,19,2,1,0,0,1,,1,S,0,S,15,0.794921,0.004004,0.003183
1,20,8,4,0,0,1,,4,S,0,S,16,0.793872,0.008777,0.006968
1,21,1,7,0,0,1,,6,S,0,S,14,0.000413,0.794284,0.000328
1,22,4,1,0,0,1,,3,S,0,S,15,0.799991,0,0
1,23,4,2,0,0,1,,2,S,0,S,17,0.781623,0.019415,0.015175
1,24,9,4,0,0,1,,5,S,0,S,14,0.79153,0.005132,0.004063
1,25,3,8,0,0,1,,5,S,0,S,13,0.009591,0.775063,0.007433
1,26,7,8,0,0,1,,1,S,0,S,16,0.019189,0.777414,0.014918
1,27,8,5,0,0,1,,3,S,0,S,16,0.777049,0.019179,0.014903
1,28,9,3,0,0,1,,6,S,0,S,13,0.757996,0.023288,0.017652
1,29,1,3,0,0,1,,2,S,0,S,16,0.025991,0.769823,0.020008
1,30,2,6,0,0,1,,4,S,0,S,14,0.011441,0.780901,0.008934
1,31,1,6,0,0,1,,5,S,0,S,13,0.00286,0.786254,0.002249
1,32,9,1,0,0,1,,8,L,0,S,12,0.780242,0.000912,0.000712
