ANN,trial,N1,N2,P1,P2,Succ.,,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,6,7,0,0,1,,1,S,0,S,18,0.029174,0.77072,0.022485
1,2,6,2,0,0,1,,4,S,0,S,15,0.757933,0.034502,0.02615
1,3,1,2,0,0,1,,1,S,0,S,22,0.045291,0.758655,0.034361
1,4,3,2,0,0,1,,1,S,0,S,25,0.757156,0.046653,0.035324
1,5,1,8,0,0,1,,7,L,0,S,13,0.009067,0.777049,0.007045
1,6,6,1,0,0,1,,5,S,0,S,14,0.781213,0.01145,0.008945
1,7,6,9,0,0,1,,3,S,0,S,17,0.014909,0.787632,0.011743
1,8,2,6,0,0,1,,4,S,0,S,14,0.015141,0.776451,0.011756
1,9,3,9,0,0,1,,6,S,0,S,14,0.015304,0.775565,0.01187
1,10,7,4,0,0,1,,3,S,0,S,18,0.773988,0.029145,0.022558
1,11,7,8,0,0,1,,1,S,0,S,16,0.011896,0.787133,0.009364
1,12,4,6,0,0,1,,2,S,0,S,14,0.013403,0.777194,0.010417
1,13,3,5,0,0,1,,2,S,0,S,16,0.027461,0.767604,0.021079
1,14,3,6,0,0,1,,3,S,0,S,13,0.01791,0.765997,0.013719
1,15,9,4,0,0,1,,5,S,0,S,14,0.779356,0.014919,0.011627
1,16,7,3,0,0,1,,4,S,0,S,17,0.792604,0.009817,0.007781
1,17,9,1,0,0,1,,8,L,0,S,12,0.766827,0.011251,0.008627
1,18,6,4,0,0,1,,2,S,0,S,21,0.752736,0.049529,0.037282
1,19,4,5,0,0,1,,1,S,0,S,19,0.038484,0.758669,0.029197
1,20,1,6,0,0,1,,5,S,0,S,13,0.00883,0.778771,0.006877
1,21,8,4,0,0,1,,4,S,0,S,16,0.762277,0.033964,0.02589
1,22,7,5,0,0,1,,2,S,0,S,18,0.763256,0.034608,0.026415
1,23,5,1,0,0,1,,4,S,0,S,14,0.793775,0.002088,0.001657
1,24,5,9,0,0,1,,4,S,0,S,17,0.042601,0.753006,0.032079
1,25,4,2,0,0,1,,2,S,0,S,17,0.757825,0.038614,0.029262
1,26,3,1,0,0,1,,2,S,0,S,17,0.798597,0.006291,0.005024
1,27,7,2,0,0,1,,5,S,0,S,15,0.794707,0.00544,0.004323
1,28,2,1,0,0,1,,1,S,0,S,15,0.787453,0.010339,0.008142
1,29,1,4,0,0,1,,3,S,0,S,15,0.037713,0.755142,0.028478
1,30,9,6,0,0,1,,3,S,0,S,20,0.782155,0.024,0.018772
1,31,5,3,0,0,1,,2,S,0,S,17,0.758556,0.037457,0.028414
1,32,8,2,0,0,1,,6,S,0,S,14,0.776509,0.015439,0.011989
1,33,9,5,0,0,1,,4,S,0,S,14,0.772809,0.01737,0.013424
1,34,9,7,0,0,1,,2,S,0,S,15,0.752377,0.03709,0.027905
1,35,4,1,0,0,1,,3,S,0,S,15,0.779596,0.015243,0.011883
1,36,8,9,0,0,1,,1,S,0,S,25,0.025506,0.780633,0.019911
1,37,4,8,0,0,1,,4,S,0,S,14,0.013646,0.775379,0.010581
1,38,2,3,0,0,1,,1,S,0,S,33,0.03729,0.766675,0.028589
1,39,8,6,0,0,0,,2,S,0,S,17,0.029351,0.768828,0.022566
1,40,3,8,0,0,1,,5,S,0,S,13,0.018128,0.764259,0.013855
1,41,5,2,0,0,1,,3,S,0,S,15,0.778333,0.018967,0.014763
1,42,2,4,0,0,1,,2,S,0,S,19,0.049146,0.750924,0.036905
1,43,5,7,0,0,1,,2,S,0,S,19,0.037544,0.762255,0.028618
1,44,2,9,0,0,1,,7,L,0,S,15,0.026839,0.765871,0.020555
1,45,2,5,0,0,1,,3,S,0,S,20,0.016084,0.789739,0.012702
1,46,1,9,0,0,1,,8,L,0,S,14,0.003236,0.792056,0.002563
1,47,6,3,0,0,1,,3,S,0,S,18,0.761571,0.036398,0.02772
