ANN,trial,N1,N2,P1,P2,Succ.,Cong,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,9,1,1,9,1,I,8,L,8,L,10,0.769335,0.451044,0.347004
1,2,1,9,2,9,1,C,8,L,7,L,9,0.274988,0.856919,0.235642
1,3,2,1,2,9,1,I,1,S,7,L,13,0.751304,0.560639,0.421211
1,4,8,9,1,9,1,C,1,S,8,L,11,0.402966,0.779986,0.314308
1,5,1,2,1,9,1,C,1,S,8,L,10,0.394768,0.753007,0.297263
1,6,9,2,9,1,1,C,7,L,8,L,8,0.813519,0.262989,0.213947
1,7,2,8,8,9,1,C,6,S,1,S,10,0.377186,0.780873,0.294534
1,8,2,1,9,1,1,C,1,S,8,L,9,0.831764,0.290728,0.241817
1,9,1,9,9,2,1,I,8,L,7,L,12,0.521464,0.773829,0.403524
1,10,1,9,8,9,1,C,8,L,1,S,10,0.362878,0.802851,0.291337
1,11,1,8,1,8,1,C,7,L,7,L,8,0.267333,0.805006,0.215205
1,12,1,8,2,9,1,C,7,L,7,L,8,0.289902,0.776401,0.225081
1,13,1,8,8,2,1,I,7,L,6,S,11,0.468249,0.786248,0.36816
1,14,9,1,2,9,1,I,8,L,7,L,10,0.780943,0.437877,0.341957
1,15,9,2,9,8,1,C,7,L,1,S,9,0.788934,0.332563,0.26237
1,16,2,9,2,8,1,C,7,L,6,S,9,0.303735,0.817108,0.248184
1,17,1,2,9,1,0,I,1,S,8,L,11,0.752753,0.443105,0.333549
1,18,8,9,2,1,0,I,1,S,1,S,17,0.754535,0.514385,0.388121
1,19,2,8,9,1,1,I,6,S,8,L,13,0.557936,0.772476,0.430992
1,20,9,8,8,1,1,C,1,S,7,L,10,0.767574,0.38031,0.291916
1,21,8,1,8,9,1,I,7,L,1,S,9,0.783899,0.334637,0.262322
1,22,9,8,2,8,0,I,1,S,6,S,12,0.471645,0.756377,0.356741
1,23,1,2,1,2,1,C,1,S,1,S,13,0.407212,0.80882,0.329361
1,24,8,1,9,1,1,C,7,L,8,L,8,0.805636,0.266099,0.214379
1,25,1,9,1,9,1,C,8,L,8,L,8,0.301615,0.757832,0.228574
1,26,2,8,8,1,1,I,6,S,7,L,13,0.540986,0.786464,0.425466
1,27,8,1,8,1,1,C,7,L,7,L,8,0.790918,0.277761,0.219686
1,28,8,1,9,2,1,C,7,L,7,L,8,0.787663,0.278505,0.219368
1,29,2,9,2,1,1,I,7,L,1,S,11,0.422668,0.770982,0.325869
1,30,1,9,8,1,1,I,8,L,7,L,12,0.52604,0.771878,0.406039
1,31,1,2,1,8,1,C,1,S,7,L,10,0.378656,0.77575,0.293742
1,32,1,2,9,2,0,I,1,S,7,L,12,0.76154,0.46221,0.351991
1,33,9,2,8,1,1,C,7,L,7,L,8,0.798802,0.274651,0.219391
1,34,8,9,9,8,1,I,1,S,1,S,26,0.613938,0.773436,0.474842
1,35,2,8,2,1,1,I,6,S,1,S,10,0.395683,0.764599,0.302539
1,36,2,9,9,1,1,I,7,L,8,L,14,0.595577,0.752474,0.448156
1,37,1,2,8,1,0,I,1,S,7,L,12,0.766117,0.460259,0.352612
1,38,9,2,8,2,1,C,7,L,6,S,8,0.778299,0.289265,0.225135
1,39,8,1,1,8,1,I,7,L,7,L,11,0.752533,0.513101,0.386125
1,40,2,8,1,9,1,C,6,S,8,L,9,0.276875,0.849138,0.235106
1,41,8,2,8,2,1,C,6,S,6,S,9,0.83426,0.289743,0.241721
1,42,1,9,8,2,1,I,8,L,6,S,12,0.497853,0.792527,0.394562
1,43,8,2,9,1,1,C,6,S,8,L,8,0.763916,0.297247,0.227072
1,44,1,8,9,1,1,I,7,L,8,L,11,0.5142,0.75191,0.386632
1,45,2,1,1,8,1,I,1,S,7,L,14,0.75865,0.590807,0.448216
1,46,9,8,2,9,0,I,1,S,7,L,14,0.518321,0.760187,0.394021
1,47,2,1,2,1,1,C,1,S,1,S,10,0.784157,0.364325,0.285688
1,48,1,8,8,9,1,C,7,L,1,S,9,0.355861,0.763207,0.271595
1,49,8,9,1,2,1,C,1,S,1,S,14,0.44224,0.784125,0.346771
1,50,9,1,9,8,1,C,8,L,1,S,9,0.825612,0.305748,0.252429
1,51,8,2,8,1,1,C,6,S,7,L,9,0.858484,0.272656,0.234071
1,52,1,2,9,8,1,I,1,S,1,S,17,0.506986,0.774313,0.392566
1,53,9,8,8,9,1,I,1,S,1,S,14,0.802847,0.422208,0.338968
1,54,1,8,1,9,1,C,7,L,8,L,8,0.280336,0.786518,0.220489
1,55,2,8,2,8,1,C,6,S,6,S,8,0.307175,0.751352,0.230796
1,56,2,1,8,2,1,C,1,S,6,S,9,0.790879,0.320812,0.253723
1,57,2,1,8,9,1,I,1,S,1,S,10,0.76566,0.380599,0.291409
1,58,9,8,9,8,1,C,1,S,1,S,14,0.786765,0.433881,0.341362
1,59,9,2,8,9,1,I,7,L,1,S,9,0.792837,0.330742,0.262225
1,60,8,1,1,2,1,I,7,L,1,S,10,0.801601,0.374987,0.30059
1,61,2,8,8,2,1,I,6,S,6,S,12,0.513896,0.76899,0.395181
1,62,9,8,1,2,1,I,1,S,1,S,19,0.750293,0.612541,0.459585
1,63,9,1,2,8,1,I,8,L,6,S,10,0.762295,0.463883,0.353615
1,64,9,2,1,9,1,I,7,L,8,L,11,0.779371,0.484746,0.377797
1,65,9,8,2,1,1,C,1,S,1,S,13,0.790061,0.420194,0.331979
1,66,9,1,8,1,1,C,8,L,7,L,8,0.832132,0.250335,0.208312
1,67,8,2,1,8,1,I,6,S,7,L,13,0.778222,0.554845,0.431792
1,68,9,1,1,2,1,I,8,L,1,S,9,0.780872,0.352597,0.275333
1,69,9,2,2,9,1,I,7,L,7,L,11,0.791384,0.471106,0.372826
1,70,8,1,1,9,1,I,7,L,8,L,11,0.769379,0.48975,0.376803
1,71,2,1,1,2,1,I,1,S,1,S,11,0.751461,0.445023,0.334418
1,72,9,8,9,2,1,C,1,S,7,L,10,0.763398,0.381763,0.291437
1,73,8,2,1,2,1,I,6,S,1,S,11,0.805525,0.40629,0.327277
1,74,8,2,2,9,1,I,6,S,7,L,12,0.76896,0.519946,0.399818
1,75,1,2,8,9,1,C,1,S,1,S,17,0.536367,0.753332,0.404062
1,76,8,2,9,8,1,C,6,S,1,S,10,0.810364,0.348011,0.282016
1,77,1,9,9,8,1,I,8,L,1,S,10,0.357658,0.805804,0.288202
1,78,1,9,1,2,1,C,8,L,1,S,9,0.331441,0.778868,0.258149
1,79,8,1,9,8,1,C,7,L,1,S,9,0.779996,0.336458,0.262436
1,80,9,2,2,1,1,C,7,L,1,S,9,0.805923,0.319048,0.257128
1,81,8,2,2,1,1,C,6,S,1,S,10,0.834081,0.328784,0.274233
1,82,1,9,2,8,1,C,8,L,6,S,8,0.296579,0.767986,0.227769
1,83,9,8,1,8,0,I,1,S,7,L,12,0.462608,0.765998,0.354357
1,84,2,1,9,8,1,C,1,S,1,S,10,0.76044,0.383551,0.291667
1,85,9,1,2,1,1,C,8,L,1,S,9,0.842601,0.292233,0.246236
1,86,2,1,8,1,1,C,1,S,7,L,9,0.815104,0.303725,0.247567
1,87,1,2,2,1,1,I,1,S,1,S,19,0.601194,0.751292,0.451672
1,88,2,1,1,9,1,I,1,S,8,L,14,0.77522,0.569285,0.441321
1,89,1,8,9,8,1,I,7,L,1,S,9,0.351958,0.765028,0.269258
1,90,9,8,1,9,0,I,1,S,8,L,13,0.49058,0.762087,0.373865
1,91,8,9,1,8,1,C,1,S,7,L,11,0.38612,0.803337,0.310184
1,92,9,1,8,9,1,I,8,L,1,S,9,0.829514,0.303927,0.252112
1,93,2,9,8,2,1,I,7,L,6,S,13,0.556558,0.750802,0.417865
1,94,2,9,1,9,1,C,7,L,8,L,9,0.309888,0.805349,0.249568
1,95,1,8,2,1,1,I,7,L,1,S,9,0.368947,0.751513,0.277268
1,96,9,8,9,1,1,C,1,S,8,L,10,0.785279,0.366465,0.287777
1,97,9,2,2,8,1,I,7,L,6,S,11,0.771696,0.498161,0.384428
1,98,8,2,2,8,1,I,6,S,6,S,13,0.786948,0.545769,0.429492
1,99,8,1,2,1,1,C,7,L,1,S,9,0.796985,0.322943,0.257381
1,100,8,9,8,9,1,C,1,S,1,S,26,0.640386,0.752059,0.481608
1,101,1,9,9,1,1,I,8,L,8,L,12,0.543698,0.757614,0.411913
1,102,2,1,9,2,1,C,1,S,7,L,9,0.811322,0.304843,0.247325
1,103,8,9,9,2,0,I,1,S,7,L,11,0.761934,0.421036,0.320801
1,104,8,1,8,2,1,C,7,L,6,S,8,0.770415,0.292375,0.22525
1,105,1,2,2,8,1,C,1,S,6,S,10,0.387728,0.765845,0.29694
1,106,2,8,9,2,1,I,6,S,7,L,12,0.537506,0.750292,0.403286
1,107,2,8,2,9,1,C,6,S,7,L,9,0.28767,0.837144,0.240821
1,108,2,9,8,9,1,C,7,L,1,S,11,0.397157,0.792924,0.314915
1,109,9,8,8,2,1,C,1,S,6,S,11,0.808099,0.37402,0.302245
1,110,1,9,1,8,1,C,8,L,7,L,8,0.288613,0.77632,0.224056
1,111,9,1,9,1,1,C,8,L,8,L,8,0.84685,0.238674,0.202121
1,112,2,9,8,1,1,I,7,L,7,L,14,0.579574,0.765968,0.443935
1,113,9,2,1,2,1,I,7,L,1,S,10,0.811228,0.370456,0.300524
1,114,9,2,9,2,1,C,7,L,7,L,8,0.795546,0.275395,0.219089
1,115,1,2,2,9,1,C,1,S,7,L,11,0.383392,0.804391,0.308397
1,116,2,8,1,2,1,C,6,S,1,S,9,0.344124,0.759093,0.261222
1,117,8,9,9,1,0,I,1,S,8,L,11,0.784341,0.40506,0.317705
1,118,2,9,2,9,1,C,7,L,7,L,9,0.320683,0.793355,0.254415
1,119,9,1,1,8,1,I,8,L,7,L,10,0.753223,0.473787,0.356867
1,120,8,2,9,2,1,C,6,S,7,L,9,0.854702,0.273774,0.233995
1,121,1,8,8,1,1,I,7,L,7,L,11,0.496228,0.766154,0.380187
1,122,2,8,1,8,1,C,6,S,7,L,8,0.299208,0.759686,0.227304
1,123,2,9,9,2,1,I,7,L,7,L,14,0.57495,0.768184,0.441667
1,124,8,2,1,9,1,I,6,S,8,L,12,0.756898,0.533483,0.403792
1,125,2,8,9,8,1,I,6,S,1,S,10,0.371966,0.783826,0.291556
1,126,1,8,2,8,1,C,7,L,6,S,8,0.275299,0.796672,0.219323
1,127,8,9,8,1,0,I,1,S,7,L,11,0.766368,0.419304,0.321341
1,128,9,1,8,2,1,C,8,L,6,S,8,0.811629,0.26495,0.215041
1,129,8,1,2,8,1,I,7,L,6,S,11,0.761704,0.503164,0.383262
1,130,9,2,1,8,1,I,7,L,7,L,11,0.762524,0.508098,0.387437
1,131,1,8,1,2,1,C,7,L,1,S,9,0.307218,0.811877,0.249424
1,132,1,9,2,1,1,I,8,L,1,S,10,0.381375,0.786577,0.299981
1,133,8,9,2,9,1,C,1,S,7,L,11,0.414979,0.766346,0.318018
1,134,2,9,1,2,1,C,7,L,1,S,10,0.347827,0.799339,0.278032
1,135,2,9,1,8,1,C,7,L,7,L,9,0.295052,0.826507,0.243862
1,136,1,8,9,2,1,I,7,L,7,L,11,0.491793,0.767886,0.377641
1,137,8,9,8,2,0,I,1,S,6,S,12,0.781411,0.429032,0.335251
1,138,2,1,2,8,1,I,1,S,6,S,14,0.766943,0.582411,0.446676
1,139,8,9,2,8,1,C,1,S,6,S,11,0.395291,0.7934,0.313624
1,140,9,1,9,2,1,C,8,L,7,L,8,0.828877,0.251079,0.208114
1,141,8,1,2,9,1,I,7,L,7,L,11,0.781392,0.47611,0.372028
1,142,1,2,8,2,0,I,1,S,6,S,13,0.761027,0.487138,0.370725
1,143,8,2,8,9,1,I,6,S,1,S,10,0.815585,0.345058,0.281424
1,144,2,9,9,8,1,I,7,L,1,S,11,0.390173,0.797381,0.311117
2,1,1,9,2,8,1,C,8,L,6,S,8,0.277362,0.788008,0.218563
2,2,8,1,9,2,1,C,7,L,7,L,8,0.751782,0.305968,0.230021
2,3,2,8,9,8,1,I,6,S,1,S,10,0.323715,0.833356,0.26977
2,4,2,1,8,1,1,C,1,S,7,L,10,0.791084,0.360996,0.285578
2,5,8,2,9,2,1,C,6,S,7,L,9,0.817624,0.301248,0.246308
2,6,2,9,1,9,1,C,7,L,8,L,9,0.277771,0.845549,0.234869
2,7,9,8,1,8,1,I,1,S,7,L,16,0.763211,0.621543,0.474369
2,8,8,2,2,9,1,I,6,S,7,L,13,0.788174,0.518852,0.408946
2,9,1,2,2,1,1,I,1,S,1,S,14,0.56064,0.756218,0.423966
2,10,9,8,2,8,1,I,1,S,6,S,15,0.750733,0.610248,0.458134
2,11,1,9,9,2,1,I,8,L,7,L,11,0.493142,0.760902,0.375232
2,12,1,8,2,1,1,I,7,L,1,S,11,0.457781,0.777389,0.355874
2,13,1,2,8,2,1,I,1,S,6,S,15,0.586345,0.764448,0.44823
2,14,2,9,8,2,1,I,7,L,6,S,12,0.516836,0.761854,0.393753
2,15,2,9,9,2,1,I,7,L,7,L,13,0.539241,0.783085,0.422272
2,16,2,8,9,1,1,I,6,S,8,L,14,0.590303,0.761736,0.449655
2,17,9,1,8,1,1,C,8,L,7,L,8,0.802113,0.269133,0.215875
2,18,8,9,2,1,0,I,1,S,1,S,14,0.76416,0.489668,0.374185
2,19,9,1,9,8,1,C,8,L,1,S,10,0.794508,0.392166,0.311579
2,20,1,2,2,9,1,C,1,S,7,L,10,0.331656,0.821769,0.272544
2,21,8,9,9,1,0,I,1,S,8,L,11,0.762688,0.426753,0.32548
2,22,8,1,9,1,1,C,7,L,8,L,8,0.77382,0.290513,0.224805
2,23,8,1,8,9,1,I,7,L,1,S,10,0.793978,0.369222,0.293154
2,24,2,9,2,8,1,C,7,L,6,S,9,0.274334,0.853377,0.23411
2,25,8,2,2,8,1,I,6,S,6,S,14,0.779233,0.572039,0.445752
2,26,9,1,1,8,1,I,8,L,7,L,12,0.790628,0.524723,0.414861
2,27,2,9,8,1,1,I,7,L,7,L,13,0.549618,0.77511,0.426014
2,28,9,8,2,9,1,I,1,S,7,L,14,0.760206,0.562381,0.427525
2,29,1,2,1,9,1,C,1,S,8,L,9,0.332778,0.772587,0.257099
2,30,9,2,8,1,1,C,7,L,7,L,8,0.772555,0.289924,0.223982
2,31,8,1,1,2,1,I,7,L,1,S,10,0.774152,0.387093,0.299669
2,32,1,9,1,8,1,C,8,L,7,L,8,0.257702,0.812599,0.209408
2,33,1,8,2,9,1,C,7,L,7,L,9,0.289653,0.833649,0.241469
2,34,8,2,2,1,1,C,6,S,1,S,9,0.773369,0.334281,0.258523
2,35,9,2,8,9,1,I,7,L,1,S,10,0.810006,0.35678,0.288994
2,36,2,9,9,1,1,I,7,L,8,L,13,0.565859,0.763012,0.431757
2,37,8,9,1,2,1,C,1,S,1,S,14,0.417653,0.80164,0.334807
2,38,8,1,8,2,1,C,7,L,6,S,9,0.842365,0.28291,0.238313
2,39,1,8,8,2,1,I,7,L,6,S,11,0.489406,0.753296,0.368668
2,40,1,8,1,9,1,C,7,L,8,L,8,0.295253,0.762487,0.225127
2,41,1,8,9,1,1,I,7,L,8,L,12,0.542341,0.758911,0.411589
2,42,1,9,9,1,1,I,8,L,8,L,12,0.5232,0.782504,0.409407
2,43,1,2,1,2,1,C,1,S,1,S,11,0.361196,0.813533,0.293845
2,44,2,8,1,9,1,C,6,S,8,L,9,0.301307,0.816239,0.245938
2,45,1,9,8,9,1,C,8,L,1,S,9,0.335968,0.777137,0.261093
2,46,9,1,2,1,1,C,8,L,1,S,8,0.757831,0.302763,0.229443
2,47,1,2,9,1,1,I,1,S,8,L,16,0.619547,0.762462,0.472381
2,48,9,1,9,1,1,C,8,L,8,L,8,0.815872,0.259715,0.211894
2,49,9,2,2,8,1,I,7,L,6,S,12,0.777078,0.5237,0.406956
2,50,8,1,1,8,1,I,7,L,7,L,13,0.77572,0.562553,0.436384
2,51,9,2,1,9,1,I,7,L,8,L,12,0.781925,0.514562,0.402349
2,52,9,1,2,8,1,I,8,L,6,S,11,0.772133,0.494365,0.381715
2,53,9,8,8,1,1,C,1,S,7,L,9,0.78502,0.324307,0.254587
2,54,2,1,2,8,1,I,1,S,6,S,20,0.753589,0.65916,0.496735
2,55,1,8,9,2,1,I,7,L,7,L,12,0.514906,0.779146,0.401187
2,56,2,9,2,9,1,C,7,L,7,L,9,0.310076,0.804866,0.24957
2,57,9,1,2,9,1,I,8,L,7,L,10,0.7647,0.433726,0.33167
2,58,8,9,2,8,1,C,1,S,6,S,10,0.392337,0.752991,0.295427
2,59,8,1,8,1,1,C,7,L,7,L,8,0.760061,0.299932,0.227967
2,60,8,1,2,9,1,I,7,L,7,L,11,0.761242,0.476378,0.362639
2,61,8,9,9,8,1,I,1,S,1,S,12,0.425974,0.7639,0.325401
2,62,9,1,1,9,1,I,8,L,8,L,11,0.776656,0.485391,0.376982
2,63,2,1,1,9,1,I,1,S,8,L,20,0.758093,0.651761,0.494095
2,64,1,2,8,1,1,I,1,S,7,L,16,0.605758,0.773283,0.468422
2,65,8,1,2,8,1,I,7,L,6,S,12,0.760499,0.536892,0.408306
2,66,8,2,8,1,1,C,6,S,7,L,9,0.827208,0.29433,0.243472
2,67,9,8,8,2,1,C,1,S,6,S,9,0.756022,0.344871,0.26073
2,68,2,9,8,9,1,C,7,L,1,S,10,0.348808,0.806109,0.281177
2,69,2,1,8,2,1,C,1,S,6,S,10,0.7591,0.383757,0.29131
2,70,2,9,1,2,1,C,7,L,1,S,10,0.328981,0.82398,0.271074
2,71,8,9,1,9,1,C,1,S,8,L,11,0.376048,0.805689,0.302978
2,72,9,2,2,9,1,I,7,L,7,L,11,0.777862,0.463369,0.360437
2,73,1,9,9,8,1,I,8,L,1,S,9,0.297085,0.821584,0.24408
2,74,1,2,2,8,1,C,1,S,6,S,9,0.32934,0.780414,0.257021
2,75,9,1,9,2,1,C,8,L,7,L,8,0.793833,0.275169,0.218438
