ANN,trial,N1,N2,P1,P2,Succ.,Cong,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,2,8,1,9,1,C,6,S,8,L,10,0.325541,0.835255,0.27191
1,2,1,9,1,9,1,C,8,L,8,L,10,0.346172,0.810531,0.280583
1,3,8,9,2,9,1,C,1,S,7,L,11,0.397361,0.783508,0.311336
1,4,8,9,8,1,0,I,1,S,7,L,13,0.759129,0.484217,0.367584
1,5,8,1,8,2,1,C,7,L,6,S,10,0.834109,0.323987,0.270241
1,6,1,8,8,2,1,I,7,L,6,S,12,0.470888,0.785574,0.369918
1,7,8,9,1,8,1,C,1,S,7,L,12,0.400438,0.805419,0.32252
1,8,1,8,8,1,1,I,7,L,7,L,13,0.533112,0.779715,0.415676
1,9,8,1,1,8,1,I,7,L,7,L,12,0.757937,0.504435,0.38233
1,10,2,1,9,2,1,C,1,S,7,L,10,0.826398,0.331154,0.273665
1,11,9,1,9,1,1,C,8,L,8,L,8,0.758796,0.306063,0.23224
1,12,2,1,2,1,1,C,1,S,1,S,11,0.804401,0.382102,0.307364
1,13,2,8,8,1,1,I,6,S,7,L,14,0.573822,0.756409,0.434044
1,14,8,2,8,9,1,I,6,S,1,S,12,0.780069,0.433337,0.338033
1,15,2,8,1,2,1,C,6,S,1,S,11,0.36183,0.822483,0.297599
1,16,8,2,2,1,1,C,6,S,1,S,11,0.757917,0.41645,0.315635
1,17,8,1,2,1,1,C,7,L,1,S,10,0.760306,0.387716,0.294782
1,18,1,8,9,8,1,I,7,L,1,S,11,0.411354,0.790424,0.325144
1,19,8,2,9,1,1,C,6,S,8,L,10,0.833035,0.328746,0.273857
1,20,2,9,2,1,1,I,7,L,1,S,14,0.45003,0.790946,0.355949
1,21,2,9,8,2,1,I,7,L,6,S,18,0.599877,0.77588,0.465433
1,22,2,9,1,9,1,C,7,L,8,L,11,0.364925,0.822584,0.300181
1,23,2,1,8,1,1,C,1,S,7,L,9,0.763188,0.345818,0.263925
1,24,1,9,2,8,1,C,8,L,6,S,10,0.345329,0.808776,0.279294
1,25,1,9,8,9,1,C,8,L,1,S,11,0.405245,0.772557,0.313075
1,26,8,9,8,2,1,I,1,S,6,S,22,0.650727,0.751873,0.489264
1,27,2,9,1,2,1,C,7,L,1,S,12,0.41885,0.774695,0.324481
1,28,9,1,2,9,1,I,8,L,7,L,11,0.774215,0.477449,0.369648
1,29,8,1,2,8,1,I,7,L,6,S,13,0.779075,0.525831,0.409662
1,30,9,1,2,1,1,C,8,L,1,S,9,0.76275,0.354385,0.270307
1,31,9,8,9,8,1,C,1,S,1,S,14,0.797638,0.4317,0.34434
1,32,1,2,2,8,1,C,1,S,6,S,14,0.502026,0.766249,0.384677
1,33,9,8,8,1,1,C,1,S,7,L,11,0.771619,0.408995,0.315588
1,34,2,1,2,8,1,I,1,S,6,S,14,0.784115,0.54721,0.429076
1,35,9,8,9,1,1,C,1,S,8,L,11,0.785498,0.399305,0.313654
1,36,8,9,1,9,1,C,1,S,8,L,11,0.411237,0.766916,0.315384
1,37,8,1,1,9,1,I,7,L,8,L,13,0.779152,0.528314,0.411637
1,38,8,1,2,9,1,I,7,L,7,L,13,0.764761,0.545231,0.416971
1,39,8,2,8,1,1,C,6,S,7,L,10,0.82011,0.337659,0.276917
1,40,1,2,1,8,1,C,1,S,7,L,15,0.532062,0.756076,0.40228
1,41,1,2,2,9,1,C,1,S,7,L,13,0.480808,0.767419,0.368981
1,42,2,8,8,9,1,C,6,S,1,S,11,0.381624,0.801802,0.305987
