ANN,trial,N1,N2,P1,P2,Succ.,Cong,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,9,1,9,8,1,C,8,L,1,S,9,0.837624,0.301344,0.252413
1,2,8,1,9,8,1,C,7,L,1,S,9,0.799524,0.326751,0.261245
1,3,1,2,2,8,1,C,1,S,6,S,10,0.374735,0.773384,0.289814
1,4,8,2,9,1,1,C,6,S,8,L,8,0.788008,0.280915,0.221363
1,5,1,9,9,2,1,I,8,L,7,L,11,0.502853,0.761747,0.383046
1,6,1,8,2,1,1,I,7,L,1,S,9,0.355017,0.76738,0.272432
1,7,8,1,8,1,1,C,7,L,7,L,8,0.812964,0.262041,0.21303
1,8,8,2,9,8,1,C,6,S,1,S,9,0.752488,0.360964,0.271621
1,9,2,1,1,2,1,I,1,S,1,S,11,0.758195,0.442847,0.335765
1,10,2,1,9,2,1,C,1,S,7,L,9,0.825209,0.297704,0.245668
1,11,8,9,9,1,0,I,1,S,8,L,11,0.792861,0.397442,0.315116
1,12,8,1,1,2,1,I,7,L,1,S,9,0.760624,0.367617,0.279618
1,13,8,1,1,9,1,I,7,L,8,L,11,0.767459,0.508602,0.390332
1,14,8,9,1,8,1,C,1,S,7,L,11,0.390001,0.799218,0.311696
1,15,1,2,8,9,1,C,1,S,1,S,11,0.412378,0.756619,0.312013
1,16,8,2,8,9,1,I,6,S,1,S,10,0.755287,0.424475,0.320601
1,17,8,9,1,2,1,C,1,S,1,S,14,0.457864,0.770651,0.352853
1,18,1,9,2,8,1,C,8,L,6,S,8,0.278791,0.786897,0.21938
1,19,8,1,2,9,1,I,7,L,7,L,11,0.781287,0.488426,0.381601
1,20,1,2,9,2,0,I,1,S,7,L,13,0.759698,0.504304,0.383119
1,21,9,8,2,9,0,I,1,S,7,L,12,0.467168,0.758118,0.354169
1,22,9,2,2,9,1,I,7,L,7,L,11,0.783113,0.489196,0.383096
1,23,1,8,2,9,1,C,7,L,7,L,8,0.251582,0.823416,0.207157
1,24,1,2,2,9,1,C,1,S,7,L,10,0.363544,0.788087,0.286505
1,25,8,1,9,1,1,C,7,L,8,L,8,0.829718,0.250445,0.207799
1,26,8,2,1,8,1,I,6,S,7,L,12,0.768246,0.536595,0.412237
1,27,2,9,1,2,1,C,7,L,1,S,10,0.319094,0.839782,0.267969
1,28,2,8,8,9,1,C,6,S,1,S,9,0.30735,0.808571,0.248515
1,29,8,9,2,1,0,I,1,S,1,S,15,0.754186,0.479889,0.361925
1,30,1,8,8,9,1,C,7,L,1,S,8,0.304553,0.756165,0.230292
1,31,8,9,1,9,1,C,1,S,8,L,10,0.393473,0.758296,0.298369
1,32,9,1,9,2,1,C,8,L,7,L,8,0.852312,0.238181,0.203005
1,33,1,2,9,8,1,I,1,S,1,S,14,0.459792,0.767934,0.35309
1,34,9,8,8,2,1,C,1,S,6,S,11,0.81687,0.368733,0.301207
1,35,2,9,9,1,1,I,7,L,8,L,13,0.570828,0.757702,0.432517
1,36,8,2,2,9,1,I,6,S,7,L,12,0.772976,0.52826,0.408333
1,37,1,9,9,8,1,I,8,L,1,S,9,0.347822,0.770656,0.268051
1,38,8,1,8,9,1,I,7,L,1,S,10,0.80523,0.387801,0.312269
1,39,2,8,9,1,1,I,6,S,8,L,12,0.539239,0.763034,0.411458
1,40,9,1,8,1,1,C,8,L,7,L,8,0.848103,0.239015,0.202709
1,41,8,1,2,1,1,C,7,L,1,S,9,0.826666,0.296183,0.244844
1,42,9,8,8,1,1,C,1,S,7,L,10,0.767348,0.379462,0.291179
1,43,2,8,8,1,1,I,6,S,7,L,12,0.518567,0.778168,0.403532
1,44,1,8,8,2,1,I,7,L,6,S,10,0.45074,0.760627,0.342845
1,45,9,1,1,9,1,I,8,L,8,L,10,0.759612,0.475866,0.361474
1,46,2,1,2,8,1,I,1,S,6,S,14,0.780418,0.565123,0.441032
1,47,9,1,9,1,1,C,8,L,8,L,8,0.864857,0.227419,0.196685
1,48,2,9,8,9,1,C,7,L,1,S,9,0.33477,0.771611,0.258312
1,49,1,2,9,1,0,I,1,S,8,L,12,0.758256,0.476679,0.361445
1,50,9,8,2,8,0,I,1,S,6,S,13,0.490987,0.761524,0.373898
1,51,1,9,2,1,1,I,8,L,1,S,10,0.363299,0.808849,0.293854
1,52,8,9,9,8,1,I,1,S,1,S,26,0.505086,0.769385,0.388606
1,53,8,1,1,8,1,I,7,L,7,L,11,0.776774,0.496711,0.385832
1,54,1,2,8,2,1,I,1,S,6,S,21,0.650568,0.766295,0.498527
1,55,8,9,2,9,1,C,1,S,7,L,11,0.394514,0.790933,0.312034
1,56,2,1,1,9,1,I,1,S,8,L,14,0.755747,0.597138,0.451286
1,57,9,8,1,8,0,I,1,S,7,L,12,0.462438,0.766453,0.354437
1,58,2,1,9,1,1,C,1,S,8,L,9,0.839382,0.285823,0.239915
1,59,8,2,9,2,1,C,6,S,7,L,8,0.775463,0.291677,0.226185
1,60,8,2,1,9,1,I,6,S,8,L,12,0.758982,0.548176,0.416056
1,61,1,9,8,2,1,I,8,L,6,S,11,0.477407,0.780133,0.372441
1,62,8,1,8,2,1,C,7,L,6,S,8,0.798247,0.274713,0.219289
1,63,1,2,1,2,1,C,1,S,1,S,12,0.409806,0.784541,0.32151
1,64,8,1,2,8,1,I,7,L,6,S,11,0.792865,0.473422,0.37536
1,65,1,2,1,9,1,C,1,S,8,L,10,0.350235,0.807993,0.282987
1,66,2,9,2,9,1,C,7,L,7,L,9,0.271488,0.854356,0.231948
1,67,1,2,2,1,1,I,1,S,1,S,18,0.569682,0.775188,0.441611
1,68,2,9,2,8,1,C,7,L,6,S,9,0.281926,0.840603,0.236987
1,69,8,1,9,2,1,C,7,L,7,L,8,0.817173,0.261208,0.213452
1,70,8,2,2,8,1,I,6,S,6,S,12,0.784628,0.513451,0.402868
1,71,2,1,2,1,1,C,1,S,1,S,10,0.7978,0.347864,0.277526
1,72,2,9,8,1,1,I,7,L,7,L,13,0.550777,0.772714,0.425593
1,73,2,8,2,9,1,C,6,S,7,L,8,0.28341,0.777337,0.220305
1,74,2,9,9,2,1,I,7,L,7,L,13,0.55672,0.770101,0.428731
1,75,2,1,8,1,1,C,1,S,7,L,9,0.820335,0.29902,0.245296
1,76,8,9,2,8,1,C,1,S,6,S,11,0.406092,0.775929,0.315099
1,77,9,2,9,1,1,C,7,L,8,L,8,0.830922,0.251873,0.209287
1,78,2,9,1,9,1,C,7,L,8,L,8,0.295863,0.763445,0.225875
1,79,9,2,2,8,1,I,7,L,6,S,11,0.794691,0.474192,0.376836
1,80,9,1,8,2,1,C,8,L,6,S,8,0.833387,0.251686,0.209752
1,81,9,8,2,1,1,C,1,S,1,S,13,0.807166,0.401133,0.323781
1,82,9,2,1,8,1,I,7,L,7,L,11,0.7786,0.497481,0.387338
1,83,9,1,2,9,1,I,8,L,7,L,10,0.772922,0.45596,0.352421
1,84,1,8,1,2,1,C,7,L,1,S,9,0.288974,0.838813,0.242395
1,85,9,2,8,9,1,I,7,L,1,S,10,0.806848,0.388813,0.313713
1,86,2,1,8,2,1,C,1,S,6,S,9,0.802968,0.313443,0.251685
1,87,2,8,1,9,1,C,6,S,8,L,8,0.272416,0.794359,0.216396
1,88,1,9,8,1,1,I,8,L,7,L,11,0.497159,0.763862,0.379761
1,89,2,8,1,2,1,C,6,S,1,S,9,0.325079,0.786631,0.255717
1,90,2,8,2,1,1,I,6,S,1,S,10,0.38109,0.781929,0.297985
1,91,9,2,8,2,1,C,7,L,6,S,8,0.799452,0.276141,0.220761
1,92,1,9,1,2,1,C,8,L,1,S,9,0.308922,0.811522,0.250697
1,93,9,8,1,2,1,I,1,S,1,S,19,0.75265,0.614165,0.462251
1,94,8,9,8,1,0,I,1,S,7,L,11,0.772013,0.412365,0.318351
1,95,8,2,2,1,1,C,6,S,1,S,9,0.77963,0.330396,0.257586
1,96,2,9,9,8,1,I,7,L,1,S,10,0.372212,0.782119,0.291114
1,97,9,2,2,1,1,C,7,L,1,S,9,0.828074,0.297422,0.246288
1,98,8,9,8,9,1,C,1,S,1,S,13,0.442937,0.775416,0.34346
1,99,2,9,1,8,1,C,7,L,7,L,8,0.3038,0.75307,0.228783
1,100,8,2,8,1,1,C,6,S,7,L,8,0.771254,0.292511,0.2256
1,101,2,8,9,8,1,I,6,S,1,S,10,0.341826,0.823252,0.281409
1,102,9,2,1,9,1,I,7,L,8,L,11,0.769285,0.509372,0.391852
1,103,9,1,1,8,1,I,8,L,7,L,10,0.768755,0.463986,0.356692
1,104,9,2,9,8,1,C,7,L,1,S,9,0.800931,0.32799,0.262698
1,105,9,1,1,2,1,I,8,L,1,S,9,0.798723,0.34221,0.273331
1,106,1,9,2,9,1,C,8,L,7,L,8,0.269495,0.798968,0.215318
1,107,1,8,9,2,1,I,7,L,7,L,11,0.480987,0.790799,0.380364
