ANN,Total,Error/TO,Incl,%,%,%,Congruent,Incongruent,SCE,Response,Response,Response
,# Trials,# Trials,# Trials,Hits,Hits,Hits,,,I-C,Conflict,Conflict,Conflict
,,,,C,I,C-I,,,,Cong,Incong,I-C
,,,,,,,Mean,Mean,Mean,Mean,Mean,Mean
1,144,15,129,100,79.166667,20.833333,9.736111,12.947368,3.211257,0.259894,0.387101,0.127207
2,144,10,134,100,86.111111,13.888889,9.958333,13.306452,3.348118,0.264166,0.387957,0.123791
3,144,11,133,98.611111,86.111111,12.5,9.394366,13.322581,3.928214,0.253902,0.396791,0.142889
4,144,11,133,98.611111,86.111111,12.5,9.605634,14.225806,4.620173,0.260011,0.408636,0.148625
5,144,14,130,100,80.555556,19.444444,9.791667,12.844828,3.053161,0.259195,0.370027,0.110832
6,144,12,132,97.222222,86.111111,11.111111,9.9,14.483871,4.583871,0.270206,0.414239,0.144033
7,144,10,134,100,86.111111,13.888889,10,13.483871,3.483871,0.266714,0.386651,0.119938
8,144,11,133,100,84.722222,15.277778,9.263889,12.459016,3.195128,0.248672,0.379729,0.131057
9,144,15,129,100,79.166667,20.833333,9.791667,14.578947,4.787281,0.259703,0.419938,0.160234
10,144,17,127,95.833333,80.555556,15.277778,9.42029,12.689655,3.269365,0.254182,0.378965,0.124783
11,144,18,126,95.833333,79.166667,16.666667,9.782609,13.578947,3.796339,0.262123,0.396067,0.133944
12,144,6,138,100,91.666667,8.333333,9.972222,13.939394,3.967172,0.268108,0.398565,0.130457
13,144,17,127,94.444444,81.944444,12.5,9.544118,15.220339,5.676221,0.257492,0.432015,0.174523
14,144,6,138,100,91.666667,8.333333,9.652778,12.727273,3.074495,0.256886,0.376028,0.119141
15,144,11,133,100,84.722222,15.277778,10.194444,13.52459,3.330146,0.270392,0.374957,0.104565
16,144,21,123,91.666667,79.166667,12.5,9.787879,13.964912,4.177033,0.263918,0.405487,0.141569
17,144,12,132,97.222222,86.111111,11.111111,9.528571,13.33871,3.810138,0.255662,0.396109,0.140447
18,144,9,135,100,87.5,12.5,10.069444,14.253968,4.184524,0.26842,0.398548,0.130129
19,144,21,123,94.444444,76.388889,18.055556,9.823529,13.036364,3.212834,0.261206,0.387526,0.12632
20,144,14,130,100,80.555556,19.444444,9.833333,14.465517,4.632184,0.264899,0.417056,0.152157
21,144,15,129,97.222222,81.944444,15.277778,9.7,12.745763,3.045763,0.261608,0.375228,0.11362
22,144,11,133,98.611111,86.111111,12.5,10.309859,13.66129,3.351431,0.27522,0.384895,0.109675
23,144,24,120,83.333333,83.333333,0,9.2,13.066667,3.866667,0.247859,0.389887,0.142028
24,144,17,127,95.833333,80.555556,15.277778,9.202899,12.689655,3.486757,0.248845,0.383537,0.134692
25,144,15,129,100,79.166667,20.833333,10.055556,13.666667,3.611111,0.262503,0.401846,0.139343
26,144,15,129,98.611111,80.555556,18.055556,9.802817,13.603448,3.800631,0.263103,0.396061,0.132958
27,144,27,117,88.888889,73.611111,15.277778,9.96875,12.358491,2.389741,0.265877,0.367607,0.10173
28,144,21,123,91.666667,79.166667,12.5,9.954545,12.912281,2.957735,0.262951,0.373808,0.110856
29,144,8,136,100,88.888889,11.111111,9.472222,13.203125,3.730903,0.253056,0.385317,0.132261
30,144,19,125,100,73.611111,26.388889,10.069444,13.886792,3.817348,0.267525,0.40415,0.136625
TOTALS:,4320,433,3887,97.268519,82.685185,14.583333,9.76297,13.477044,3.714074,0.261213,0.392487,0.131274
