ANN,trial,N1,N2,P1,P2,Succ.,Cong,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,9,8,1,9,0,I,1,S,8,L,10,0.383383,0.781952,0.299787
1,2,8,2,2,8,1,I,6,S,6,S,11,0.777104,0.517454,0.402115
1,3,1,2,2,9,1,C,1,S,7,L,8,0.246397,0.808176,0.199132
1,4,2,9,2,8,1,C,7,L,6,S,7,0.184009,0.826402,0.152065
1,5,2,8,2,9,1,C,6,S,7,L,7,0.178372,0.833812,0.148729
1,6,2,8,1,8,1,C,6,S,7,L,7,0.15961,0.862766,0.137706
1,7,1,8,2,8,1,C,7,L,6,S,7,0.153912,0.873036,0.134371
1,8,2,1,8,2,1,C,1,S,6,S,8,0.84795,0.217176,0.184154
1,9,9,1,9,2,1,C,8,L,7,L,7,0.894422,0.141109,0.126211
1,10,8,9,9,8,1,I,1,S,1,S,18,0.544179,0.765243,0.416429
1,11,9,8,2,1,1,C,1,S,1,S,10,0.7696,0.34657,0.26672
1,12,1,9,8,2,1,I,8,L,6,S,10,0.475482,0.783052,0.372327
1,13,2,1,9,2,1,C,1,S,7,L,8,0.855218,0.211065,0.180506
1,14,1,9,9,2,1,I,8,L,7,L,10,0.482763,0.77675,0.374986
1,15,8,9,2,9,1,C,1,S,7,L,9,0.305068,0.795242,0.242603
1,16,9,8,2,9,0,I,1,S,7,L,11,0.420808,0.777588,0.327215
1,17,2,1,2,1,1,C,1,S,1,S,9,0.857072,0.246306,0.211102
1,18,9,8,2,8,0,I,1,S,6,S,11,0.424385,0.772641,0.327897
1,19,9,8,9,1,1,C,1,S,8,L,8,0.752987,0.293873,0.221283
1,20,2,8,9,8,1,I,6,S,1,S,8,0.298202,0.757797,0.225977
1,21,1,8,1,9,1,C,7,L,8,L,6,0.166573,0.760025,0.1266
1,22,8,9,1,2,1,C,1,S,1,S,10,0.343749,0.777721,0.267341
1,23,1,8,9,8,1,I,7,L,1,S,8,0.268261,0.804299,0.215762
1,24,9,2,9,2,1,C,7,L,7,L,7,0.859175,0.164236,0.141107
1,25,2,8,2,1,1,I,6,S,1,S,9,0.380694,0.763315,0.29059
1,26,8,2,9,2,1,C,6,S,7,L,7,0.834967,0.178712,0.149218
1,27,1,2,9,2,1,I,1,S,7,L,17,0.635516,0.762534,0.484602
1,28,1,8,1,8,1,C,7,L,7,L,6,0.168424,0.75711,0.127515
1,29,2,8,8,1,1,I,6,S,7,L,11,0.543653,0.757119,0.41161
1,30,9,2,8,9,1,I,7,L,1,S,8,0.779465,0.291353,0.227099
1,31,2,8,8,2,1,I,6,S,6,S,11,0.515225,0.777778,0.400731
1,32,1,9,2,9,1,C,8,L,7,L,7,0.152785,0.875665,0.133788
1,33,8,2,8,9,1,I,6,S,1,S,8,0.753542,0.307331,0.231587
1,34,1,9,8,1,1,I,8,L,7,L,10,0.504552,0.762389,0.384665
1,35,9,1,2,8,1,I,8,L,6,S,9,0.753039,0.450973,0.3396
1,36,1,2,9,1,1,I,1,S,8,L,18,0.644662,0.768797,0.495614
1,37,8,9,8,2,0,I,1,S,6,S,10,0.758019,0.39203,0.297166
1,38,8,1,9,2,1,C,7,L,7,L,7,0.875893,0.151805,0.132965
1,39,2,1,9,1,1,C,1,S,8,L,7,0.758223,0.227872,0.172778
1,40,8,9,9,2,0,I,1,S,7,L,10,0.765299,0.385728,0.295198
1,41,9,2,2,9,1,I,7,L,7,L,10,0.759768,0.495881,0.376755
1,42,8,2,8,1,1,C,6,S,7,L,7,0.854913,0.166682,0.142499
1,43,1,8,1,2,1,C,7,L,1,S,7,0.198746,0.804115,0.159815
1,44,1,9,1,8,1,C,8,L,7,L,6,0.170185,0.755353,0.12855
1,45,9,1,8,1,1,C,8,L,7,L,6,0.764279,0.165911,0.126802
1,46,1,8,9,1,1,I,7,L,8,L,10,0.507566,0.759815,0.385656
1,47,2,9,9,1,1,I,7,L,8,L,12,0.555009,0.784447,0.435375
1,48,1,9,8,9,1,C,8,L,1,S,8,0.230668,0.844904,0.194893
1,49,1,8,8,2,1,I,7,L,6,S,10,0.473591,0.784913,0.371728
1,50,2,9,9,8,1,I,7,L,1,S,8,0.30098,0.754745,0.227163
1,51,9,1,9,8,1,C,8,L,1,S,7,0.752373,0.244708,0.184112
1,52,2,9,1,2,1,C,7,L,1,S,7,0.228843,0.75748,0.173344
1,53,8,9,2,8,1,C,1,S,6,S,9,0.308551,0.79019,0.243814
1,54,8,1,1,2,1,I,7,L,1,S,9,0.790314,0.377449,0.298303
1,55,2,1,8,1,1,C,1,S,7,L,7,0.753334,0.232127,0.174869
1,56,8,9,9,1,0,I,1,S,8,L,10,0.791994,0.366932,0.290608
1,57,9,2,9,1,1,C,7,L,8,L,7,0.884009,0.147951,0.13079
1,58,2,8,1,2,1,C,6,S,1,S,7,0.226216,0.760343,0.172001
1,59,1,9,2,1,1,I,8,L,1,S,9,0.351162,0.808893,0.284052
1,60,2,1,1,8,1,I,1,S,7,L,15,0.750187,0.635016,0.476381
1,61,1,9,1,2,1,C,8,L,1,S,7,0.200628,0.802196,0.160943
1,62,9,8,9,8,1,C,1,S,1,S,12,0.77089,0.38866,0.299614
1,63,8,9,2,1,1,I,1,S,1,S,23,0.635469,0.762789,0.484728
1,64,8,2,2,9,1,I,6,S,7,L,11,0.773527,0.5224,0.404091
1,65,1,2,2,1,1,I,1,S,1,S,14,0.547485,0.768136,0.420543
1,66,2,9,1,8,1,C,7,L,7,L,7,0.162238,0.859904,0.139509
1,67,8,2,1,8,1,I,6,S,7,L,11,0.751828,0.552827,0.415631
1,68,8,9,8,1,0,I,1,S,7,L,10,0.787088,0.371367,0.292299
1,69,9,1,9,1,1,C,8,L,8,L,6,0.768711,0.161991,0.124525
1,70,9,2,8,1,1,C,7,L,7,L,7,0.87912,0.152207,0.133808
1,71,1,9,9,8,1,I,8,L,1,S,8,0.270194,0.80233,0.216785
1,72,9,1,8,2,1,C,8,L,6,S,7,0.887634,0.146837,0.130337
1,73,1,2,8,2,1,I,1,S,6,S,17,0.630939,0.767047,0.48396
1,74,2,8,9,1,1,I,6,S,8,L,11,0.548334,0.7528,0.412786
1,75,8,9,1,9,1,C,1,S,8,L,9,0.281483,0.829896,0.233602
1,76,8,2,9,1,1,C,6,S,8,L,7,0.859801,0.162427,0.139655
1,77,9,2,8,2,1,C,7,L,6,S,7,0.852387,0.169964,0.144875
1,78,9,2,2,1,1,C,7,L,1,S,7,0.767653,0.225493,0.173101
1,79,8,2,9,8,1,C,6,S,1,S,8,0.793068,0.264757,0.20997
1,80,9,2,1,2,1,I,7,L,1,S,9,0.772659,0.391008,0.302116
1,81,8,1,8,9,1,I,7,L,1,S,8,0.796976,0.278159,0.221686
1,82,1,8,8,1,1,I,7,L,7,L,10,0.502661,0.76425,0.384158
1,83,2,1,2,9,1,I,1,S,7,L,15,0.769741,0.608899,0.468695
1,84,1,9,9,1,1,I,8,L,8,L,10,0.509457,0.757953,0.386145
1,85,2,9,9,2,1,I,7,L,7,L,11,0.524979,0.768709,0.403556
1,86,9,8,8,2,1,C,1,S,6,S,9,0.80346,0.297639,0.239141
1,87,8,9,1,8,1,C,1,S,7,L,9,0.283788,0.826513,0.234555
1,88,2,1,2,8,1,I,1,S,6,S,15,0.772942,0.604719,0.467413
1,89,2,9,1,9,1,C,7,L,8,L,7,0.160165,0.863109,0.138239
1,90,1,8,9,2,1,I,7,L,7,L,10,0.480871,0.778611,0.374412
1,91,8,2,1,9,1,I,6,S,8,L,12,0.783985,0.559824,0.438894
1,92,2,9,2,9,1,C,7,L,7,L,7,0.180999,0.83095,0.150401
1,93,9,8,8,9,1,I,1,S,1,S,17,0.765018,0.547546,0.418883
1,94,8,2,2,1,1,C,6,S,1,S,8,0.864368,0.207204,0.1791
1,95,8,1,2,9,1,I,7,L,7,L,10,0.777135,0.482267,0.374787
1,96,9,2,2,8,1,I,7,L,6,S,10,0.763336,0.490832,0.37467
1,97,1,2,8,1,1,I,1,S,7,L,17,0.652894,0.750125,0.489752
1,98,9,2,9,8,1,C,7,L,1,S,8,0.818991,0.248779,0.203748
1,99,9,8,9,2,1,C,1,S,7,L,9,0.810858,0.29135,0.236244
1,100,8,1,2,1,1,C,7,L,1,S,7,0.784372,0.213062,0.16712
1,101,2,1,1,9,1,I,1,S,8,L,16,0.771728,0.6299,0.486111
1,102,1,8,2,1,1,I,7,L,1,S,9,0.34923,0.810833,0.283167
1,103,2,9,8,2,1,I,7,L,6,S,11,0.517976,0.774899,0.401379
1,104,2,9,8,1,1,I,7,L,7,L,11,0.546404,0.75424,0.41212
1,105,9,2,1,9,1,I,7,L,8,L,11,0.775742,0.538476,0.417718
1,106,8,1,9,1,1,C,7,L,8,L,6,0.751861,0.171379,0.128853
1,107,1,2,1,2,1,C,1,S,1,S,9,0.268078,0.828465,0.222093
1,108,8,2,1,2,1,I,6,S,1,S,10,0.79688,0.419687,0.33444
1,109,8,9,8,9,1,C,1,S,1,S,12,0.397968,0.761506,0.303055
