ANN,trial,N1,N2,P1,P2,Succ.,Cong,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,1,8,9,2,1,I,7,L,7,L,11,0.478341,0.759532,0.363315
1,2,8,1,9,1,1,C,7,L,8,L,8,0.785167,0.272284,0.213788
1,3,9,8,8,2,1,C,1,S,6,S,11,0.795729,0.368979,0.293607
1,4,1,8,1,2,1,C,7,L,1,S,9,0.286789,0.821893,0.23571
1,5,2,9,9,8,1,I,7,L,1,S,11,0.382849,0.792782,0.303516
1,6,8,2,2,1,1,C,6,S,1,S,9,0.766387,0.329401,0.252448
1,7,9,1,2,8,1,I,8,L,6,S,10,0.765844,0.429905,0.32924
1,8,9,2,9,2,1,C,7,L,7,L,8,0.765062,0.288558,0.220765
1,9,8,1,1,8,1,I,7,L,7,L,12,0.763735,0.529184,0.404156
1,10,1,8,1,8,1,C,7,L,7,L,8,0.266679,0.791727,0.211137
1,11,8,2,1,2,1,I,6,S,1,S,11,0.753486,0.452008,0.340581
1,12,8,2,9,1,1,C,6,S,8,L,9,0.85483,0.26502,0.226547
1,13,8,1,8,9,1,I,7,L,1,S,10,0.821797,0.334926,0.275242
1,14,8,1,8,2,1,C,7,L,6,S,8,0.753684,0.292649,0.220564
1,15,2,1,9,8,1,C,1,S,1,S,11,0.809172,0.36627,0.296375
1,16,8,2,9,2,1,C,6,S,7,L,9,0.823496,0.286707,0.236102
1,17,9,1,8,1,1,C,8,L,7,L,8,0.818269,0.248866,0.20364
1,18,8,2,1,9,1,I,6,S,8,L,14,0.773375,0.573277,0.443358
1,19,2,1,9,2,1,C,1,S,7,L,9,0.77905,0.318467,0.248102
1,20,1,9,2,9,1,C,8,L,7,L,9,0.27726,0.835973,0.231782
1,21,2,9,1,2,1,C,7,L,1,S,10,0.317198,0.82297,0.261045
1,22,1,2,2,9,1,C,1,S,7,L,11,0.378824,0.790269,0.299373
1,23,2,1,2,9,1,I,1,S,7,L,14,0.757083,0.565224,0.427921
1,24,1,2,1,2,1,C,1,S,1,S,12,0.392881,0.792447,0.311337
1,25,9,8,9,8,1,C,1,S,1,S,14,0.756541,0.450178,0.340578
1,26,8,9,1,9,1,C,1,S,8,L,11,0.373968,0.80294,0.300274
1,27,8,1,9,8,1,C,7,L,1,S,9,0.762357,0.342545,0.261142
1,28,2,9,1,9,1,C,7,L,8,L,9,0.287309,0.821706,0.236083
1,29,2,9,2,1,1,I,7,L,1,S,12,0.477567,0.753532,0.359862
1,30,9,1,9,8,1,C,8,L,1,S,9,0.80408,0.314514,0.252894
1,31,9,8,9,2,1,C,1,S,7,L,11,0.803577,0.365043,0.29334
1,32,2,8,1,2,1,C,6,S,1,S,9,0.321548,0.772082,0.248261
1,33,9,2,1,2,1,I,7,L,1,S,10,0.762833,0.409283,0.312214
1,34,9,8,1,9,0,I,1,S,8,L,12,0.444427,0.771772,0.342996
1,35,9,8,8,1,1,C,1,S,7,L,10,0.764097,0.369691,0.28248
1,36,9,2,1,8,1,I,7,L,7,L,12,0.771799,0.525238,0.405378
1,37,9,8,1,2,1,I,1,S,1,S,22,0.752635,0.641191,0.482583
1,38,1,2,2,1,1,I,1,S,1,S,23,0.637085,0.764144,0.486825
1,39,1,9,8,2,1,I,8,L,6,S,12,0.501143,0.769115,0.385437
1,40,8,2,8,1,1,C,6,S,7,L,9,0.849323,0.267241,0.226974
1,41,2,9,2,9,1,C,7,L,7,L,9,0.320013,0.776254,0.248411
1,42,2,8,1,9,1,C,6,S,8,L,8,0.29442,0.751756,0.221332
1,43,1,2,8,9,1,C,1,S,1,S,14,0.45151,0.752812,0.339902
1,44,2,8,2,8,1,C,6,S,6,S,9,0.294093,0.811029,0.238518
1,45,8,2,2,9,1,I,6,S,7,L,13,0.782824,0.522351,0.408909
1,46,2,1,9,1,1,C,1,S,8,L,9,0.810384,0.296779,0.240505
1,47,1,9,8,1,1,I,8,L,7,L,13,0.54285,0.774434,0.420401
