ANN,Total,Error/TO,Incl,%,%,%,Congruent,Incongruent,SCE,Response,Response,Response
,# Trials,# Trials,# Trials,Hits,Hits,Hits,,,I-C,Conflict,Conflict,Conflict
,,,,C,I,C-I,,,,Cong,Incong,I-C
,,,,,,,Mean,Mean,Mean,Mean,Mean,Mean
1,144,15,129,98.611111,80.555556,18.055556,10.169014,13.12069,2.951676,0.270834,0.380269,0.109435
2,144,9,135,100,87.5,12.5,10.069444,14.269841,4.200397,0.268608,0.404743,0.136135
3,144,20,124,97.222222,75,22.222222,10.042857,13.462963,3.420106,0.267853,0.393226,0.125373
4,144,12,132,91.666667,91.666667,0,9.454545,12.712121,3.257576,0.255625,0.378678,0.123053
5,144,8,136,100,88.888889,11.111111,10.208333,13.71875,3.510417,0.270751,0.382856,0.112105
6,144,17,127,97.222222,79.166667,18.055556,10.028571,12.947368,2.918797,0.269019,0.381421,0.112402
7,144,16,128,91.666667,86.111111,5.555556,9.666667,13.5,3.833333,0.258923,0.386647,0.127724
8,144,17,127,98.611111,77.777778,20.833333,10.464789,12.964286,2.499497,0.27817,0.370623,0.092453
9,144,15,129,91.666667,87.5,4.166667,9.848485,14.301587,4.453102,0.262823,0.400858,0.138035
10,144,6,138,100,91.666667,8.333333,9.986111,14.833333,4.847222,0.267979,0.40759,0.139611
11,144,14,130,97.222222,83.333333,13.888889,10,13.4,3.4,0.270386,0.389998,0.119612
12,144,5,139,100,93.055556,6.944444,10.013889,13.671642,3.657753,0.267355,0.382784,0.115429
13,144,15,129,98.611111,80.555556,18.055556,9.901408,13.827586,3.926178,0.265224,0.40157,0.136346
14,144,11,133,100,84.722222,15.277778,10.666667,14.47541,3.808743,0.283352,0.399052,0.115699
15,144,18,126,100,75,25,10.222222,14.777778,4.555556,0.27469,0.413811,0.139122
16,144,19,125,93.055556,80.555556,12.5,10.074627,12.362069,2.287442,0.269668,0.36059,0.090923
17,144,17,127,98.611111,77.777778,20.833333,10.408451,14.178571,3.770121,0.276725,0.400246,0.12352
18,144,26,118,93.055556,70.833333,22.222222,10.298507,12.333333,2.034826,0.271022,0.367967,0.096944
19,144,19,125,98.611111,75,23.611111,10.338028,13.333333,2.995305,0.279049,0.392865,0.113816
20,144,14,130,91.666667,88.888889,2.777778,10.19697,13.9375,3.74053,0.275936,0.386401,0.110464
21,144,7,137,100,90.277778,9.722222,9.736111,13.369231,3.63312,0.259529,0.38503,0.125501
22,144,9,135,98.611111,88.888889,9.722222,9.450704,13.90625,4.455546,0.253176,0.404096,0.150921
23,144,23,121,95.833333,72.222222,23.611111,10.202899,12.769231,2.566332,0.26904,0.378275,0.109235
24,144,8,136,100,88.888889,11.111111,10.125,13.6875,3.5625,0.270665,0.389488,0.118823
25,144,12,132,97.222222,86.111111,11.111111,9.642857,13.258065,3.615207,0.261482,0.389704,0.128223
26,144,26,118,90.277778,73.611111,16.666667,10.6,12.698113,2.098113,0.285193,0.36683,0.081637
27,144,5,139,100,93.055556,6.944444,9.652778,12.80597,3.153192,0.256751,0.377708,0.120957
28,144,18,126,94.444444,80.555556,13.888889,10.205882,13.706897,3.501014,0.273108,0.396221,0.123113
29,144,17,127,91.666667,84.722222,6.944444,10.227273,13.672131,3.444858,0.271912,0.382368,0.110456
30,144,1,143,100,98.611111,1.388889,9.694444,14.422535,4.728091,0.260479,0.40694,0.146461
TOTALS:,4320,419,3901,96.851852,83.75,13.101852,10.053059,13.56827,3.51521,0.26883,0.388925,0.120095
