ANN,trial,N1,N2,P1,P2,Succ.,Cong,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,2,1,8,2,1,C,1,S,6,S,10,0.839082,0.305727,0.25653
1,2,9,8,9,2,1,C,1,S,7,L,11,0.801075,0.366824,0.293853
1,3,8,1,1,8,1,I,7,L,7,L,13,0.77838,0.535436,0.416773
1,4,8,1,8,9,1,I,7,L,1,S,10,0.791115,0.355083,0.280912
1,5,1,8,2,1,1,I,7,L,1,S,10,0.366364,0.784769,0.287511
1,6,2,8,1,8,1,C,6,S,7,L,9,0.300808,0.804386,0.241966
1,7,9,8,1,9,0,I,1,S,8,L,14,0.49688,0.76402,0.379626
1,8,9,2,9,8,1,C,7,L,1,S,10,0.822939,0.332343,0.273498
1,9,8,1,8,2,1,C,7,L,6,S,9,0.808412,0.294988,0.238472
1,10,1,2,2,9,1,C,1,S,7,L,11,0.415723,0.751178,0.312282
1,11,1,8,1,9,1,C,7,L,8,L,9,0.280596,0.833998,0.234017
1,12,9,2,1,9,1,I,7,L,8,L,12,0.787795,0.492196,0.38775
1,13,9,1,2,8,1,I,8,L,6,S,11,0.769528,0.478522,0.368236
1,14,9,1,2,1,1,C,8,L,1,S,9,0.788138,0.323542,0.254996
1,15,9,2,9,2,1,C,7,L,7,L,9,0.856121,0.263531,0.225614
1,16,9,2,2,9,1,I,7,L,7,L,11,0.752335,0.481072,0.361927
1,17,9,1,1,9,1,I,8,L,8,L,11,0.784612,0.459663,0.360657
1,18,9,8,9,1,1,C,1,S,8,L,10,0.755134,0.379039,0.286225
1,19,2,1,2,1,1,C,1,S,1,S,11,0.813028,0.360362,0.292984
1,20,8,2,8,9,1,I,6,S,1,S,11,0.805957,0.370999,0.299009
1,21,1,9,8,1,1,I,8,L,7,L,13,0.544473,0.754849,0.410995
1,22,9,2,8,2,1,C,7,L,6,S,9,0.829521,0.282407,0.234263
1,23,2,9,1,9,1,C,7,L,8,L,10,0.319563,0.82608,0.263984
1,24,1,9,2,1,1,I,8,L,1,S,11,0.381783,0.80271,0.306461
1,25,9,8,1,2,1,I,1,S,1,S,18,0.758466,0.543789,0.412445
1,26,1,9,8,2,1,I,8,L,6,S,13,0.515079,0.774669,0.399016
1,27,1,9,9,1,1,I,8,L,8,L,14,0.573077,0.764068,0.437869
1,28,1,2,1,2,1,C,1,S,1,S,16,0.434822,0.797275,0.346672
1,29,2,9,8,2,1,I,7,L,6,S,16,0.577429,0.773828,0.446831
1,30,9,8,1,8,0,I,1,S,7,L,13,0.468088,0.771308,0.36104
1,31,2,9,2,9,1,C,7,L,7,L,10,0.322059,0.821329,0.264516
1,32,1,2,9,8,1,I,1,S,1,S,22,0.543721,0.764985,0.415938
1,33,1,2,2,1,1,I,1,S,1,S,26,0.631688,0.761752,0.481189
1,34,9,8,2,8,0,I,1,S,6,S,13,0.470788,0.766642,0.360926
1,35,1,2,8,1,0,I,1,S,7,L,12,0.773965,0.427545,0.330905
1,36,2,9,2,1,1,I,7,L,1,S,12,0.425575,0.773485,0.329176
1,37,1,8,2,8,1,C,7,L,6,S,9,0.267845,0.849591,0.227558
1,38,1,9,9,2,1,I,8,L,7,L,14,0.551193,0.778987,0.429372
1,39,8,2,1,9,1,I,6,S,8,L,14,0.771938,0.555589,0.42888
1,40,9,2,1,8,1,I,7,L,7,L,12,0.769707,0.516032,0.397193
1,41,8,9,9,1,0,I,1,S,8,L,11,0.750375,0.422376,0.31694
1,42,2,9,1,2,1,C,7,L,1,S,11,0.385923,0.775017,0.299097
1,43,8,2,2,9,1,I,6,S,7,L,14,0.775343,0.550056,0.426482
1,44,1,8,2,9,1,C,7,L,7,L,9,0.282628,0.82991,0.234556
1,45,2,8,1,2,1,C,6,S,1,S,10,0.365979,0.767523,0.280897
1,46,8,9,8,2,0,I,1,S,6,S,13,0.768485,0.446863,0.343408
1,47,9,1,1,8,1,I,8,L,7,L,11,0.767132,0.483031,0.370549
1,48,8,1,1,9,1,I,7,L,8,L,12,0.763524,0.507986,0.387859
1,49,9,8,8,1,1,C,1,S,7,L,11,0.794718,0.373058,0.296476
1,50,1,8,9,2,1,I,7,L,7,L,12,0.511773,0.761279,0.389602
1,51,1,8,8,1,1,I,7,L,7,L,12,0.505397,0.76755,0.387917
1,52,2,1,1,9,1,I,1,S,8,L,15,0.774613,0.573011,0.443862
1,53,8,2,1,2,1,I,6,S,1,S,11,0.782463,0.396136,0.309962
1,54,1,8,8,2,1,I,7,L,6,S,12,0.476411,0.786623,0.374756
