ANN,trial,N1,N2,P1,P2,Succ.,Cong,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,8,2,2,1,1,C,6,S,1,S,10,0.803248,0.338861,0.272189
1,2,1,2,8,9,1,C,1,S,1,S,15,0.445185,0.774751,0.344907
1,3,8,9,1,8,1,C,1,S,7,L,10,0.387338,0.751065,0.290916
1,4,2,9,2,9,1,C,7,L,7,L,9,0.336442,0.752724,0.253248
1,5,1,9,9,2,1,I,8,L,7,L,13,0.542085,0.772268,0.418634
1,6,1,8,1,9,1,C,7,L,8,L,8,0.275218,0.781389,0.215052
1,7,1,8,8,1,1,I,7,L,7,L,11,0.481885,0.754206,0.363441
1,8,8,1,9,2,1,C,7,L,7,L,8,0.764561,0.287563,0.21986
1,9,2,1,8,9,1,I,1,S,1,S,11,0.783907,0.389602,0.305412
1,10,1,8,9,2,1,I,7,L,7,L,12,0.511208,0.775124,0.396249
1,11,9,2,2,8,1,I,7,L,6,S,11,0.761203,0.476319,0.362575
1,12,1,2,9,8,1,I,1,S,1,S,14,0.436693,0.772054,0.33715
1,13,9,8,1,9,0,I,1,S,8,L,12,0.448858,0.766372,0.343992
1,14,9,1,9,2,1,C,8,L,7,L,8,0.804623,0.260815,0.209858
1,15,9,1,9,1,1,C,8,L,8,L,8,0.795574,0.267636,0.212924
1,16,8,2,8,9,1,I,6,S,1,S,10,0.765423,0.377093,0.288635
1,17,9,8,8,9,1,I,1,S,1,S,16,0.768487,0.476949,0.366529
1,18,9,1,2,8,1,I,8,L,6,S,10,0.752351,0.441632,0.332262
1,19,8,1,1,2,1,I,7,L,1,S,10,0.778745,0.38199,0.297472
1,20,8,2,2,9,1,I,6,S,7,L,12,0.750009,0.509438,0.382083
1,21,8,9,2,8,1,C,1,S,6,S,11,0.407482,0.754297,0.307363
1,22,8,1,8,9,1,I,7,L,1,S,10,0.815442,0.340149,0.277372
1,23,9,2,1,8,1,I,7,L,7,L,12,0.761191,0.536627,0.408476
1,24,2,9,9,1,1,I,7,L,8,L,15,0.585301,0.764146,0.447255
1,25,2,9,1,2,1,C,7,L,1,S,10,0.359813,0.772977,0.278127
1,26,9,2,8,1,1,C,7,L,7,L,8,0.757864,0.294934,0.22352
1,27,2,9,2,1,1,I,7,L,1,S,12,0.412712,0.797744,0.329239
