ANN,trial,N1,N2,P1,P2,Succ.,Cong,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,1,2,1,9,1,C,1,S,8,L,10,0.336603,0.810239,0.272729
1,2,1,2,2,9,1,C,1,S,7,L,10,0.350695,0.789162,0.276756
1,3,1,9,8,9,1,C,8,L,1,S,9,0.291812,0.817552,0.238572
1,4,8,9,1,2,1,C,1,S,1,S,14,0.442961,0.772641,0.34225
1,5,9,2,9,2,1,C,7,L,7,L,8,0.806857,0.260569,0.210242
1,6,9,1,2,1,1,C,8,L,1,S,9,0.843102,0.275447,0.23223
1,7,1,9,1,2,1,C,8,L,1,S,9,0.310583,0.794322,0.246703
1,8,1,8,1,8,1,C,7,L,7,L,8,0.245736,0.819474,0.201374
1,9,1,9,1,8,1,C,8,L,7,L,8,0.262653,0.796385,0.209173
1,10,8,2,8,2,1,C,6,S,6,S,9,0.855411,0.265697,0.227281
1,11,2,1,2,8,1,I,1,S,6,S,15,0.763635,0.590803,0.451158
1,12,2,8,8,9,1,C,6,S,1,S,9,0.307072,0.794044,0.243829
1,13,9,8,1,8,0,I,1,S,7,L,12,0.43851,0.778957,0.34158
1,14,2,9,8,9,1,C,7,L,1,S,9,0.332968,0.759138,0.252769
1,15,1,9,2,9,1,C,8,L,7,L,8,0.265889,0.789346,0.209879
1,16,2,1,1,9,1,I,1,S,8,L,16,0.764942,0.615371,0.470723
1,17,1,9,9,8,1,I,8,L,1,S,9,0.351772,0.751052,0.264199
1,18,8,9,2,8,1,C,1,S,6,S,11,0.389743,0.780749,0.304292
1,19,2,1,8,9,1,I,1,S,1,S,13,0.779646,0.496782,0.387314
1,20,9,2,9,8,1,C,7,L,1,S,9,0.779708,0.332979,0.259626
1,21,9,2,1,2,1,I,7,L,1,S,10,0.801329,0.370746,0.29709
1,22,8,9,9,1,0,I,1,S,8,L,11,0.799263,0.379998,0.303718
1,23,8,2,9,8,1,C,6,S,1,S,10,0.808877,0.343373,0.277746
1,24,9,2,8,1,1,C,7,L,7,L,8,0.8024,0.261451,0.209789
1,25,8,1,1,8,1,I,7,L,7,L,12,0.774599,0.525793,0.407279
1,26,2,8,1,9,1,C,6,S,8,L,8,0.267391,0.78694,0.210421
1,27,1,2,9,8,1,I,1,S,1,S,14,0.460518,0.751213,0.345947
1,28,8,2,9,1,1,C,6,S,8,L,8,0.779609,0.276601,0.215641
1,29,8,1,2,1,1,C,7,L,1,S,9,0.807118,0.299442,0.241685
1,30,2,9,1,8,1,C,7,L,7,L,9,0.262068,0.854685,0.223985
1,31,2,9,9,1,1,I,7,L,8,L,15,0.593296,0.772854,0.458531
1,32,2,8,8,2,1,I,6,S,6,S,12,0.521527,0.756078,0.394315
1,33,1,8,2,1,1,I,7,L,1,S,10,0.351734,0.810438,0.285059
1,34,9,2,2,8,1,I,7,L,6,S,11,0.756753,0.495775,0.375179
1,35,8,2,1,9,1,I,6,S,8,L,13,0.750821,0.575826,0.432342
1,36,1,8,1,9,1,C,7,L,8,L,8,0.237332,0.830458,0.197094
1,37,1,9,9,1,1,I,8,L,8,L,13,0.548656,0.781176,0.428597
1,38,2,9,9,2,1,I,7,L,7,L,14,0.583142,0.758081,0.442068
1,39,8,9,9,8,1,I,1,S,1,S,27,0.492638,0.777808,0.383178
1,40,9,2,8,9,1,I,7,L,1,S,10,0.777572,0.401198,0.31196
1,41,2,8,2,8,1,C,6,S,6,S,8,0.288875,0.756135,0.218428
1,42,1,2,8,1,0,I,1,S,7,L,13,0.768707,0.479841,0.368857
1,43,1,9,9,2,1,I,8,L,7,L,12,0.530357,0.762404,0.404346
1,44,8,1,8,2,1,C,7,L,6,S,8,0.785681,0.27352,0.214899
1,45,1,2,2,1,1,I,1,S,1,S,19,0.588012,0.760015,0.446897
1,46,8,9,8,1,0,I,1,S,7,L,11,0.777189,0.395799,0.30761
1,47,9,1,8,1,1,C,8,L,7,L,8,0.834449,0.238356,0.198896
1,48,8,9,9,2,0,I,1,S,7,L,11,0.783218,0.393559,0.308242
1,49,8,9,8,2,0,I,1,S,6,S,11,0.756275,0.413026,0.312362
1,50,1,9,1,9,1,C,8,L,8,L,8,0.254249,0.807369,0.205273
1,51,2,8,1,8,1,C,6,S,7,L,8,0.275795,0.775955,0.214005
1,52,1,2,1,2,1,C,1,S,1,S,12,0.402148,0.778179,0.312943
1,53,2,9,1,9,1,C,7,L,8,L,8,0.289535,0.757743,0.219393
1,54,2,8,8,1,1,I,6,S,7,L,13,0.545666,0.771397,0.420925
1,55,8,2,2,8,1,I,6,S,6,S,13,0.777668,0.540271,0.420151
1,56,1,2,9,1,0,I,1,S,8,L,12,0.771095,0.452207,0.348694
1,57,9,1,2,8,1,I,8,L,6,S,11,0.792254,0.468991,0.37156
1,58,8,2,8,9,1,I,6,S,1,S,11,0.777122,0.437609,0.340076
1,59,8,9,2,9,1,C,1,S,7,L,11,0.377484,0.796636,0.300717
1,60,9,1,9,8,1,C,8,L,1,S,9,0.814362,0.307813,0.250672
1,61,8,2,1,8,1,I,6,S,7,L,13,0.760397,0.56411,0.428948
1,62,2,9,2,9,1,C,7,L,7,L,9,0.265964,0.84675,0.225205
1,63,1,9,2,8,1,C,8,L,6,S,8,0.275733,0.776564,0.214124
1,64,1,2,9,2,0,I,1,S,7,L,12,0.755425,0.465688,0.351792
1,65,2,9,8,2,1,I,7,L,6,S,14,0.557788,0.777601,0.433736
1,66,9,8,2,8,0,I,1,S,6,S,12,0.455855,0.754452,0.34392
1,67,1,2,2,8,1,C,1,S,6,S,10,0.362544,0.773595,0.280462
1,68,9,8,8,1,1,C,1,S,7,L,10,0.768009,0.367165,0.281986
1,69,8,2,1,2,1,I,6,S,1,S,10,0.752633,0.404428,0.304386
1,70,9,8,2,9,0,I,1,S,7,L,12,0.443518,0.770132,0.341567
1,71,9,2,1,9,1,I,7,L,8,L,12,0.7667,0.538553,0.412909
1,72,2,1,2,1,1,C,1,S,1,S,10,0.78216,0.347913,0.272124
1,73,9,8,9,8,1,C,1,S,1,S,15,0.782669,0.441959,0.345908
1,74,1,8,9,8,1,I,7,L,1,S,9,0.332932,0.776827,0.258631
1,75,1,8,9,2,1,I,7,L,7,L,11,0.502983,0.752967,0.378729
1,76,9,8,1,2,1,I,1,S,1,S,21,0.757169,0.623499,0.472094
1,77,2,1,9,2,1,C,1,S,7,L,9,0.818302,0.291943,0.238897
1,78,2,8,2,9,1,C,6,S,7,L,8,0.279032,0.768917,0.214552
1,79,8,9,1,9,1,C,1,S,8,L,10,0.377439,0.763303,0.288101
1,80,8,1,9,8,1,C,7,L,1,S,9,0.778379,0.331808,0.258273
1,81,9,2,2,1,1,C,7,L,1,S,9,0.808448,0.300613,0.24303
1,82,2,1,9,1,1,C,1,S,8,L,9,0.833309,0.279363,0.232796
1,83,2,8,1,2,1,C,6,S,1,S,9,0.325843,0.770814,0.251164
1,84,9,2,9,1,1,C,7,L,8,L,8,0.82014,0.249173,0.204357
1,85,2,9,9,8,1,I,7,L,1,S,10,0.375725,0.762769,0.286591
1,86,2,8,9,1,1,I,6,S,8,L,13,0.566896,0.755502,0.428291
1,87,8,2,8,1,1,C,6,S,7,L,8,0.76187,0.28888,0.220089
1,88,8,9,2,1,0,I,1,S,1,S,15,0.756587,0.464121,0.351148
1,89,1,8,8,9,1,C,7,L,1,S,9,0.272973,0.843327,0.230205
