ANN,Total,Error/TO,Incl,%,%,%,Congruent,Incongruent,SCE,Response,Response,Response
,# Trials,# Trials,# Trials,Hits,Hits,Hits,,,I-C,Conflict,Conflict,Conflict
,,,,C,I,C-I,,,,Cong,Incong,I-C
,,,,,,,Mean,Mean,Mean,Mean,Mean,Mean
1,144,16,128,100,77.777778,22.222222,9.333333,13.678571,4.345238,0.252177,0.411799,0.159622
2,144,8,136,100,88.888889,11.111111,10.347222,14.234375,3.887153,0.276867,0.395344,0.118477
3,144,6,138,98.611111,93.055556,5.555556,9.492958,13.283582,3.790624,0.257128,0.390866,0.133738
4,144,4,140,100,94.444444,5.555556,9.736111,13.264706,3.528595,0.25985,0.381359,0.121509
5,144,10,134,100,86.111111,13.888889,9.722222,14.903226,5.181004,0.260471,0.421547,0.161076
6,144,9,135,100,87.5,12.5,9.638889,14.428571,4.789683,0.258771,0.412632,0.15386
7,144,7,137,98.611111,91.666667,6.944444,9.338028,13.212121,3.874093,0.249534,0.393713,0.144179
8,144,16,128,91.666667,86.111111,5.555556,9.742424,13.435484,3.69306,0.261453,0.387499,0.126046
9,144,10,134,100,86.111111,13.888889,10.111111,14.112903,4.001792,0.267988,0.399302,0.131313
10,144,2,142,100,97.222222,2.777778,9.652778,14.171429,4.518651,0.257664,0.403765,0.146101
11,144,12,132,100,83.333333,16.666667,10.125,12.583333,2.458333,0.262689,0.365634,0.102945
12,144,10,134,100,86.111111,13.888889,9.847222,13.548387,3.701165,0.26259,0.389284,0.126694
13,144,12,132,100,83.333333,16.666667,9.805556,13.666667,3.861111,0.262758,0.400542,0.137784
14,144,16,128,97.222222,80.555556,16.666667,10.142857,13.844828,3.70197,0.270957,0.394958,0.124
15,144,4,140,100,94.444444,5.555556,9.944444,13.102941,3.158497,0.264342,0.376616,0.112274
16,144,0,144,100,100,0,9.666667,13.597222,3.930556,0.259519,0.386788,0.127269
17,144,14,130,100,80.555556,19.444444,9.972222,13.62069,3.648467,0.264721,0.395221,0.130499
18,144,12,132,97.222222,86.111111,11.111111,10.271429,13.693548,3.42212,0.273133,0.389122,0.115989
19,144,23,121,97.222222,70.833333,26.388889,10.042857,12.235294,2.192437,0.268193,0.368834,0.100642
20,144,11,133,100,84.722222,15.277778,10.208333,14.278689,4.070355,0.273931,0.397624,0.123694
21,144,5,139,100,93.055556,6.944444,9.736111,13.298507,3.562396,0.261411,0.382072,0.120661
22,144,11,133,100,84.722222,15.277778,10.263889,14.213115,3.949226,0.272859,0.393959,0.1211
23,144,23,121,88.888889,79.166667,9.722222,9.96875,13.017544,3.048794,0.271995,0.380831,0.108837
24,144,12,132,97.222222,86.111111,11.111111,9.885714,13.403226,3.517512,0.264733,0.388809,0.124076
25,144,16,128,98.611111,79.166667,19.444444,10.042254,12.649123,2.606869,0.266465,0.36942,0.102954
26,144,9,135,98.611111,88.888889,9.722222,9.943662,13.875,3.931338,0.267396,0.391419,0.124023
27,144,10,134,100,86.111111,13.888889,9.777778,12.870968,3.09319,0.260963,0.383757,0.122794
28,144,7,137,100,90.277778,9.722222,9.583333,13.384615,3.801282,0.254083,0.388353,0.13427
29,144,20,124,91.666667,80.555556,11.111111,9.984848,13.362069,3.37722,0.266271,0.378207,0.111937
30,144,18,126,90.277778,84.722222,5.555556,9.430769,13.754098,4.323329,0.255929,0.406888,0.150959
TOTALS:,4320,333,3987,98.194444,86.388889,11.805556,9.859029,13.56806,3.709031,0.263538,0.390984,0.127445
