ANN,trial,N1,N2,P1,P2,Succ.,Cong,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,1,2,8,1,0,I,1,S,7,L,12,0.776398,0.438233,0.340243
1,2,1,9,9,8,1,I,8,L,1,S,10,0.363164,0.783683,0.284606
1,3,2,9,1,9,1,C,7,L,8,L,9,0.303929,0.798408,0.24266
1,4,8,9,8,1,0,I,1,S,7,L,11,0.772103,0.402156,0.310506
1,5,8,2,2,8,1,I,6,S,6,S,14,0.773465,0.572824,0.443059
1,6,1,2,2,8,1,C,1,S,6,S,10,0.374539,0.767424,0.28743
1,7,8,2,9,2,1,C,6,S,7,L,9,0.845389,0.269445,0.227786
1,8,8,2,1,9,1,I,6,S,8,L,13,0.752542,0.558908,0.420601
1,9,1,2,9,8,1,I,1,S,1,S,18,0.509218,0.776851,0.395586
1,10,1,8,8,2,1,I,7,L,6,S,11,0.487346,0.751014,0.366004
1,11,8,2,2,1,1,C,6,S,1,S,10,0.815833,0.330966,0.270013
1,12,2,8,8,1,1,I,6,S,7,L,14,0.567896,0.773325,0.439169
1,13,9,1,9,2,1,C,8,L,7,L,8,0.816112,0.249679,0.203766
1,14,8,1,8,9,1,I,7,L,1,S,9,0.764861,0.33798,0.258508
1,15,2,1,2,1,1,C,1,S,1,S,10,0.768682,0.364532,0.280209
1,16,8,1,1,2,1,I,7,L,1,S,10,0.775388,0.384352,0.298022
1,17,9,2,9,1,1,C,7,L,8,L,8,0.803663,0.259509,0.208557
1,18,9,8,2,8,0,I,1,S,6,S,12,0.448681,0.767838,0.344514
1,19,8,2,8,2,1,C,6,S,6,S,9,0.823744,0.286353,0.235882
1,20,1,9,8,9,1,C,8,L,1,S,10,0.368692,0.780557,0.287785
1,21,2,8,2,1,1,I,6,S,1,S,11,0.391043,0.799655,0.312699
1,22,8,1,9,1,1,C,7,L,8,L,8,0.796218,0.262446,0.208964
1,23,1,2,2,1,1,I,1,S,1,S,21,0.610847,0.760059,0.46428
1,24,1,8,2,9,1,C,7,L,7,L,8,0.287783,0.765076,0.220176
1,25,2,9,9,2,1,I,7,L,7,L,15,0.599828,0.752704,0.451493
1,26,2,9,1,2,1,C,7,L,1,S,10,0.346824,0.785129,0.272302
1,27,1,8,2,8,1,C,7,L,6,S,8,0.272321,0.786539,0.214191
1,28,1,2,9,1,0,I,1,S,8,L,11,0.761301,0.423006,0.322035
1,29,9,8,9,2,1,C,1,S,7,L,10,0.764041,0.369315,0.282172
1,30,1,8,9,8,1,I,7,L,1,S,10,0.338376,0.817297,0.276553
1,31,9,1,2,9,1,I,8,L,7,L,11,0.791753,0.463399,0.366897
1,32,2,9,8,1,1,I,7,L,7,L,15,0.604675,0.75029,0.453681
1,33,8,1,2,8,1,I,7,L,6,S,12,0.762145,0.53079,0.404539
1,34,1,9,8,2,1,I,8,L,6,S,12,0.519814,0.754403,0.392149
1,35,8,9,2,8,1,C,1,S,6,S,11,0.379199,0.798259,0.302699
1,36,8,1,2,1,1,C,7,L,1,S,9,0.778718,0.325598,0.253549
1,37,8,2,8,9,1,I,6,S,1,S,10,0.796248,0.348197,0.277251
1,38,9,1,2,1,1,C,8,L,1,S,9,0.821799,0.296594,0.243741
1,39,1,9,1,9,1,C,8,L,8,L,9,0.260772,0.858441,0.223858
1,40,9,8,2,1,1,C,1,S,1,S,13,0.781937,0.413909,0.323651
1,41,1,2,1,2,1,C,1,S,1,S,13,0.398022,0.803937,0.319985
1,42,2,9,1,8,1,C,7,L,7,L,9,0.28822,0.82081,0.236574
1,43,2,1,1,8,1,I,1,S,7,L,16,0.768763,0.609279,0.468391
1,44,9,2,1,2,1,I,7,L,1,S,10,0.784481,0.380073,0.29816
1,45,9,2,9,2,1,C,7,L,7,L,8,0.784633,0.272644,0.213925
1,46,2,9,2,8,1,C,7,L,6,S,9,0.297414,0.810858,0.241161
1,47,1,9,9,2,1,I,8,L,7,L,13,0.54775,0.76785,0.42059
1,48,8,1,8,1,1,C,7,L,7,L,8,0.780635,0.274793,0.214513
