ANN,Total,Error/TO,Incl,%,%,%,Congruent,Incongruent,SCE,Response,Response,Response
,# Trials,# Trials,# Trials,Hits,Hits,Hits,,,I-C,Conflict,Conflict,Conflict
,,,,C,I,C-I,,,,Cong,Incong,I-C
,,,,,,,Mean,Mean,Mean,Mean,Mean,Mean
1,144,13,131,100,81.944444,18.055556,9.75,12.389831,2.639831,0.261953,0.37003,0.108077
2,144,20,124,93.055556,79.166667,13.888889,9.402985,13.122807,3.719822,0.249052,0.383765,0.134713
3,144,6,138,100,91.666667,8.333333,9.444444,13.712121,4.267677,0.251951,0.395279,0.143328
4,144,8,136,97.222222,91.666667,5.555556,9.7,13.015152,3.315152,0.260761,0.378036,0.117276
5,144,21,123,97.222222,73.611111,23.611111,9.857143,13,3.142857,0.257797,0.377508,0.119711
6,144,19,125,97.222222,76.388889,20.833333,9.771429,12.927273,3.155844,0.260799,0.381304,0.120505
7,144,16,128,97.222222,80.555556,16.666667,9.514286,12.913793,3.399507,0.254769,0.384284,0.129515
8,144,10,134,100,86.111111,13.888889,9.805556,13.403226,3.59767,0.259859,0.38834,0.128481
9,144,20,124,91.666667,80.555556,11.111111,9.787879,13.482759,3.69488,0.262008,0.386604,0.124595
10,144,16,128,97.222222,80.555556,16.666667,10.014286,13.068966,3.05468,0.265699,0.382025,0.116325
11,144,14,130,100,80.555556,19.444444,9.666667,13.672414,4.005747,0.254628,0.396342,0.141714
12,144,13,131,100,81.944444,18.055556,9.819444,13.169492,3.350047,0.261869,0.387138,0.125269
13,144,14,130,98.611111,81.944444,16.666667,9.661972,12.79661,3.134638,0.257178,0.380344,0.123166
14,144,8,136,100,88.888889,11.111111,9.736111,13.640625,3.904514,0.255901,0.39156,0.135659
15,144,9,135,100,87.5,12.5,9.597222,13.365079,3.767857,0.253818,0.392881,0.139062
16,144,16,128,98.611111,79.166667,19.444444,9.591549,12.947368,3.355819,0.255814,0.382645,0.126831
17,144,6,138,100,91.666667,8.333333,9.388889,13.045455,3.656566,0.250357,0.380737,0.13038
18,144,9,135,98.611111,88.888889,9.722222,9.408451,13.71875,4.310299,0.251882,0.400132,0.14825
19,144,24,120,91.666667,75,16.666667,9,13.407407,4.407407,0.239881,0.407089,0.167208
20,144,16,128,98.611111,79.166667,19.444444,9.690141,12.719298,3.029157,0.258459,0.383052,0.124592
21,144,9,135,100,87.5,12.5,9.763889,13.920635,4.156746,0.261041,0.401554,0.140513
22,144,15,129,100,79.166667,20.833333,10.083333,14.385965,4.302632,0.266862,0.410806,0.143944
23,144,19,125,94.444444,79.166667,15.277778,9.411765,14,4.588235,0.25239,0.413312,0.160923
24,144,14,130,94.444444,86.111111,8.333333,9.088235,13.33871,4.250474,0.242783,0.396662,0.153879
25,144,5,139,100,93.055556,6.944444,9.736111,13.686567,3.950456,0.260647,0.392948,0.132301
26,144,15,129,98.611111,80.555556,18.055556,9.84507,12.482759,2.637688,0.261253,0.363869,0.102616
27,144,16,128,97.222222,80.555556,16.666667,9.828571,13.568966,3.740394,0.261826,0.394433,0.132608
28,144,6,138,100,91.666667,8.333333,9.666667,13.454545,3.787879,0.253166,0.387667,0.134501
29,144,14,130,100,80.555556,19.444444,9.930556,12.965517,3.034962,0.260519,0.374751,0.114231
30,144,21,123,94.444444,76.388889,18.055556,9.235294,11.745455,2.51016,0.249604,0.365127,0.115523
TOTALS:,4320,412,3908,97.87037,83.055556,14.814815,9.64333,13.246934,3.603604,0.256557,0.38779,0.131232
