ANN,trial,N1,N2,P1,P2,Succ.,Cong,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,2,8,2,8,1,C,6,S,6,S,9,0.290868,0.813935,0.236748
1,2,2,1,2,8,1,I,1,S,6,S,15,0.753119,0.597151,0.449726
1,3,1,2,9,1,0,I,1,S,8,L,10,0.755685,0.393091,0.297053
1,4,9,8,9,1,1,C,1,S,8,L,10,0.804423,0.342511,0.275524
1,5,2,9,2,8,1,C,7,L,6,S,9,0.328408,0.765277,0.251323
1,6,9,1,9,2,1,C,8,L,7,L,8,0.812293,0.255241,0.207331
1,7,9,1,9,1,1,C,8,L,8,L,8,0.83554,0.23742,0.198374
1,8,2,9,9,2,1,I,7,L,7,L,17,0.631019,0.75565,0.476829
1,9,1,2,9,2,0,I,1,S,7,L,11,0.777744,0.405523,0.315393
1,10,2,8,9,2,1,I,6,S,7,L,15,0.594429,0.768696,0.456935
1,11,1,2,8,9,1,C,1,S,1,S,13,0.438469,0.762163,0.334185
1,12,2,8,1,8,1,C,6,S,7,L,9,0.271694,0.842198,0.22882
1,13,1,8,8,9,1,C,7,L,1,S,9,0.324862,0.775283,0.25186
1,14,1,9,9,1,1,I,8,L,8,L,15,0.607048,0.763707,0.463607
1,15,9,8,1,2,1,I,1,S,1,S,23,0.764245,0.639582,0.488798
1,16,9,1,1,2,1,I,8,L,1,S,10,0.777273,0.401693,0.312225
1,17,8,1,2,8,1,I,7,L,6,S,13,0.778791,0.53521,0.416817
1,18,9,1,1,8,1,I,8,L,7,L,12,0.77883,0.523165,0.407456
1,19,9,8,9,8,1,C,1,S,1,S,12,0.770811,0.407497,0.314103
1,20,2,8,8,9,1,C,6,S,1,S,10,0.32853,0.812364,0.266886
1,21,9,8,2,9,0,I,1,S,7,L,12,0.435223,0.780702,0.33978
1,22,2,1,1,9,1,I,1,S,8,L,17,0.769585,0.625904,0.481686
1,23,1,8,9,1,1,I,7,L,8,L,14,0.579071,0.777385,0.450161
1,24,1,8,8,2,1,I,7,L,6,S,12,0.527342,0.755367,0.398337
1,25,9,1,8,2,1,C,8,L,6,S,8,0.792653,0.27011,0.214103
1,26,1,8,1,8,1,C,7,L,7,L,8,0.276794,0.777362,0.215169
1,27,9,8,2,1,1,C,1,S,1,S,12,0.756789,0.415802,0.314675
1,28,9,1,8,9,1,I,8,L,1,S,10,0.801976,0.37005,0.296771
1,29,8,1,8,2,1,C,7,L,6,S,9,0.856832,0.263959,0.226169
1,30,8,2,1,9,1,I,6,S,8,L,16,0.773944,0.612476,0.474022
1,31,9,2,9,2,1,C,7,L,7,L,8,0.783298,0.276686,0.216727
1,32,9,8,2,8,0,I,1,S,6,S,12,0.457168,0.751165,0.343409
1,33,8,9,9,1,0,I,1,S,8,L,10,0.754785,0.389825,0.294234
1,34,2,8,8,1,1,I,6,S,7,L,15,0.601735,0.762144,0.458608
1,35,1,8,2,9,1,C,7,L,7,L,8,0.276813,0.776072,0.214827
1,36,9,2,1,2,1,I,7,L,1,S,11,0.791787,0.429304,0.339917
1,37,9,1,1,9,1,I,8,L,8,L,12,0.762177,0.545443,0.415724
1,38,8,2,2,9,1,I,6,S,7,L,15,0.763864,0.59891,0.457485
1,39,8,2,9,1,1,C,6,S,8,L,8,0.753395,0.296335,0.223257
1,40,8,2,8,2,1,C,6,S,6,S,9,0.812384,0.297209,0.241448
1,41,2,1,9,2,1,C,1,S,7,L,9,0.811,0.297784,0.241503
1,42,8,1,9,2,1,C,7,L,7,L,8,0.766981,0.28592,0.219295
1,43,1,9,1,2,1,C,8,L,1,S,9,0.333414,0.761524,0.253903
1,44,1,8,2,1,1,I,7,L,1,S,10,0.402548,0.75111,0.302358
1,45,9,1,8,1,1,C,8,L,7,L,8,0.819854,0.248985,0.204131
1,46,2,9,1,8,1,C,7,L,7,L,9,0.309233,0.793539,0.245389
1,47,8,9,8,1,0,I,1,S,7,L,11,0.78631,0.394222,0.309981
1,48,8,2,8,1,1,C,6,S,7,L,9,0.843599,0.273349,0.230596
