ANN,trial,N1,N2,P1,P2,Succ.,Cong,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,9,8,8,1,1,C,1,S,7,L,11,0.817105,0.353634,0.288956
1,2,2,8,2,1,1,I,6,S,1,S,10,0.38561,0.750439,0.289376
1,3,9,1,9,2,1,C,8,L,7,L,8,0.756586,0.296327,0.224197
1,4,8,1,1,2,1,I,7,L,1,S,11,0.791606,0.422562,0.334502
1,5,9,2,1,2,1,I,7,L,1,S,10,0.755179,0.414329,0.312893
1,6,2,9,8,2,1,I,7,L,6,S,14,0.530399,0.773518,0.410273
1,7,2,9,2,9,1,C,7,L,7,L,9,0.320072,0.776015,0.248381
1,8,2,8,8,9,1,C,6,S,1,S,10,0.362277,0.773472,0.280211
1,9,2,8,8,2,1,I,6,S,6,S,12,0.480987,0.76591,0.368393
1,10,2,1,1,9,1,I,1,S,8,L,15,0.762835,0.587647,0.448278
1,11,8,2,1,2,1,I,6,S,1,S,12,0.780886,0.463953,0.362294
1,12,2,8,2,9,1,C,6,S,7,L,9,0.28685,0.819728,0.235139
1,13,9,8,2,9,0,I,1,S,7,L,13,0.473922,0.763204,0.361699
1,14,8,2,2,9,1,I,6,S,7,L,13,0.751394,0.553789,0.416114
1,15,8,1,2,9,1,I,7,L,7,L,12,0.770177,0.510385,0.393087
1,16,2,9,1,8,1,C,7,L,7,L,9,0.325648,0.76801,0.250101
1,17,9,2,2,9,1,I,7,L,7,L,12,0.783586,0.50254,0.393783
1,18,8,9,1,9,1,C,1,S,8,L,11,0.392642,0.775309,0.304419
1,19,8,1,1,8,1,I,7,L,7,L,12,0.777164,0.500676,0.389107
1,20,9,8,2,8,0,I,1,S,6,S,13,0.483528,0.750539,0.362907
1,21,9,1,2,1,1,C,8,L,1,S,9,0.798402,0.3133,0.250139
1,22,8,2,8,2,1,C,6,S,6,S,9,0.770195,0.324521,0.249945
1,23,9,2,2,8,1,I,7,L,6,S,11,0.754988,0.483861,0.365309
1,24,1,2,2,9,1,C,1,S,7,L,11,0.375342,0.797443,0.299314
1,25,1,8,2,9,1,C,7,L,7,L,8,0.289786,0.758447,0.219787
1,26,9,1,1,8,1,I,8,L,7,L,11,0.788329,0.459836,0.362501
1,27,1,2,2,8,1,C,1,S,6,S,11,0.384572,0.784815,0.301817
1,28,2,1,2,8,1,I,1,S,6,S,15,0.774069,0.573715,0.444095
1,29,1,8,2,1,1,I,7,L,1,S,10,0.346962,0.805195,0.279372
1,30,9,1,1,2,1,I,8,L,1,S,10,0.790787,0.387891,0.306739
1,31,8,1,9,1,1,C,7,L,8,L,8,0.757824,0.290912,0.22046
1,32,8,2,8,1,1,C,6,S,7,L,9,0.822518,0.285359,0.234713
1,33,8,1,2,1,1,C,7,L,1,S,9,0.752509,0.34431,0.259096
1,34,1,9,9,1,1,I,8,L,8,L,13,0.542848,0.767813,0.416806
1,35,1,2,9,1,0,I,1,S,8,L,12,0.768116,0.440052,0.338011
1,36,1,9,2,9,1,C,8,L,7,L,9,0.276429,0.836173,0.231142
1,37,9,1,1,9,1,I,8,L,8,L,11,0.779376,0.472096,0.36794
1,38,9,8,9,1,1,C,1,S,8,L,11,0.81823,0.3547,0.290226
1,39,2,1,8,9,1,I,1,S,1,S,11,0.781135,0.388637,0.303578
1,40,2,8,1,9,1,C,6,S,8,L,9,0.284908,0.822081,0.234217
1,41,2,8,1,2,1,C,6,S,1,S,9,0.332191,0.758517,0.251973
1,42,9,2,1,9,1,I,7,L,8,L,12,0.781334,0.505268,0.394783
1,43,9,8,2,1,1,C,1,S,1,S,14,0.781285,0.423751,0.33107
1,44,2,8,9,8,1,I,6,S,1,S,10,0.381404,0.757381,0.288868
1,45,1,2,9,8,1,I,1,S,1,S,18,0.514878,0.759494,0.391047
1,46,1,8,2,8,1,C,7,L,6,S,9,0.259617,0.858899,0.222985
1,47,9,1,2,8,1,I,8,L,6,S,11,0.790824,0.456745,0.361205
1,48,8,9,8,2,0,I,1,S,6,S,13,0.761579,0.446715,0.340209
1,49,2,9,9,8,1,I,7,L,1,S,11,0.402507,0.766431,0.308494
1,50,9,2,9,1,1,C,7,L,8,L,8,0.768244,0.285897,0.219639
1,51,9,8,1,9,0,I,1,S,8,L,13,0.471692,0.765855,0.361248
1,52,9,8,1,2,1,I,1,S,1,S,23,0.772976,0.629013,0.486212
1,53,2,8,8,1,1,I,6,S,7,L,14,0.555466,0.777201,0.431709
1,54,8,1,8,9,1,I,7,L,1,S,10,0.809265,0.341676,0.276507
1,55,2,1,2,9,1,I,1,S,7,L,15,0.764904,0.585296,0.447695
1,56,1,2,8,1,0,I,1,S,7,L,12,0.766793,0.439202,0.336777
1,57,8,2,1,9,1,I,6,S,8,L,14,0.77919,0.556667,0.43375
1,58,1,2,8,9,1,C,1,S,1,S,15,0.456446,0.757399,0.345712
1,59,2,9,8,9,1,C,7,L,1,S,11,0.376322,0.789445,0.297086
1,60,2,9,1,2,1,C,7,L,1,S,10,0.333551,0.80187,0.267465
1,61,2,8,9,1,1,I,6,S,8,L,14,0.55717,0.777612,0.433262
1,62,9,8,8,2,1,C,1,S,6,S,12,0.815909,0.371904,0.303439
1,63,1,9,1,9,1,C,8,L,8,L,9,0.274487,0.838526,0.230164
1,64,9,1,2,9,1,I,8,L,7,L,11,0.781594,0.469373,0.366859
1,65,1,2,1,9,1,C,1,S,8,L,11,0.373124,0.800166,0.298561
1,66,2,1,2,1,1,C,1,S,1,S,11,0.813705,0.356652,0.29021
1,67,8,2,2,8,1,I,6,S,6,S,13,0.761,0.541124,0.411795
1,68,1,8,9,2,1,I,7,L,7,L,11,0.435137,0.785613,0.341849
1,69,9,2,1,8,1,I,7,L,7,L,11,0.752493,0.486951,0.366427
1,70,1,2,8,2,0,I,1,S,6,S,15,0.76154,0.503549,0.383473
1,71,1,8,1,8,1,C,7,L,7,L,8,0.294472,0.751803,0.221385
1,72,9,2,2,1,1,C,7,L,1,S,9,0.7644,0.338235,0.258547
1,73,9,1,8,2,1,C,8,L,6,S,8,0.75674,0.293959,0.22245
1,74,1,9,9,2,1,I,8,L,7,L,12,0.466816,0.788645,0.368152
1,75,1,8,8,1,1,I,7,L,7,L,12,0.509577,0.771082,0.392926
1,76,2,1,9,2,1,C,1,S,7,L,10,0.82669,0.31722,0.262243
1,77,1,8,9,8,1,I,7,L,1,S,10,0.342756,0.812137,0.278365
1,78,8,2,8,9,1,I,6,S,1,S,10,0.759121,0.378763,0.287527
1,79,8,9,8,9,1,C,1,S,1,S,18,0.435837,0.797193,0.347446
1,80,8,1,8,2,1,C,7,L,6,S,9,0.815759,0.290792,0.237216
1,81,2,1,8,1,1,C,1,S,7,L,9,0.787726,0.310415,0.244522
1,82,8,2,2,1,1,C,6,S,1,S,10,0.782454,0.35573,0.278342
1,83,8,9,9,8,1,I,1,S,1,S,26,0.60412,0.771235,0.465919
1,84,9,1,9,1,1,C,8,L,8,L,8,0.798935,0.263389,0.210431
1,85,2,1,1,2,1,I,1,S,1,S,13,0.770972,0.499692,0.385248
1,86,9,8,9,8,1,C,1,S,1,S,14,0.763642,0.442066,0.33758
1,87,1,9,2,8,1,C,8,L,6,S,9,0.284132,0.825594,0.234577
1,88,1,8,8,9,1,C,7,L,1,S,9,0.347404,0.750154,0.260606
1,89,8,2,1,8,1,I,6,S,7,L,13,0.758448,0.544199,0.412747
1,90,1,9,8,2,1,I,8,L,6,S,12,0.467437,0.786031,0.36742
1,91,1,8,9,1,1,I,7,L,8,L,12,0.5109,0.771931,0.39438
1,92,9,2,9,8,1,C,7,L,1,S,9,0.761814,0.343585,0.261747
1,93,8,9,1,2,1,C,1,S,1,S,13,0.414345,0.789603,0.327168
1,94,8,1,9,8,1,C,7,L,1,S,10,0.828392,0.325585,0.269712
1,95,8,9,2,9,1,C,1,S,7,L,11,0.39486,0.772586,0.305064
1,96,8,2,9,1,1,C,6,S,8,L,9,0.823293,0.286775,0.2361
1,97,2,8,2,8,1,C,6,S,6,S,9,0.294552,0.809149,0.238337
1,98,9,8,8,9,1,I,1,S,1,S,16,0.771334,0.470045,0.362561
1,99,9,1,8,9,1,I,8,L,1,S,9,0.781968,0.329596,0.257734
1,100,1,9,8,9,1,C,8,L,1,S,10,0.350386,0.791959,0.277491
1,101,2,9,2,8,1,C,7,L,6,S,9,0.327775,0.765437,0.250891
1,102,1,9,8,1,1,I,8,L,7,L,13,0.54133,0.767185,0.4153
1,103,2,1,9,8,1,C,1,S,1,S,11,0.80732,0.365623,0.295175
1,104,1,9,1,2,1,C,8,L,1,S,9,0.32177,0.774963,0.24936
1,105,2,9,9,2,1,I,7,L,7,L,14,0.530158,0.775725,0.411257
1,106,8,2,9,8,1,C,6,S,1,S,10,0.778248,0.362672,0.282249
1,107,2,1,9,1,1,C,1,S,8,L,9,0.788501,0.311831,0.245879
1,108,1,2,2,1,1,I,1,S,1,S,19,0.551353,0.751105,0.414124
1,109,8,1,2,8,1,I,7,L,6,S,12,0.779722,0.49754,0.387942
1,110,8,9,9,2,0,I,1,S,7,L,13,0.761111,0.449154,0.341856
1,111,8,2,9,2,1,C,6,S,7,L,9,0.769786,0.327105,0.251801
1,112,2,9,8,1,1,I,7,L,7,L,16,0.591711,0.775059,0.458611
1,113,2,9,9,1,1,I,7,L,8,L,16,0.59375,0.775075,0.460201
1,114,9,2,8,1,1,C,7,L,7,L,8,0.767586,0.284391,0.218294
1,115,1,9,1,8,1,C,8,L,7,L,9,0.282004,0.828168,0.233547
1,116,1,9,9,8,1,I,8,L,1,S,10,0.369512,0.775867,0.286693
1,117,2,8,1,8,1,C,6,S,7,L,9,0.292425,0.811723,0.237368
1,118,9,1,9,8,1,C,8,L,1,S,9,0.795815,0.31865,0.253587
1,119,1,2,1,8,1,C,1,S,7,L,11,0.382076,0.787905,0.30104
1,120,8,9,8,1,0,I,1,S,7,L,12,0.794076,0.40543,0.321943
1,121,9,1,8,1,1,C,8,L,7,L,8,0.798277,0.261883,0.209055
1,122,9,8,9,2,1,C,1,S,7,L,12,0.815287,0.374517,0.305339
1,123,9,2,8,9,1,I,7,L,1,S,10,0.822103,0.334773,0.275218
1,124,2,8,9,2,1,I,6,S,7,L,12,0.480366,0.768523,0.369173
1,125,1,2,9,2,0,I,1,S,7,L,15,0.76157,0.50549,0.384966
