ANN,trial,N1,N2,P1,P2,Succ.,,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc,,Size
5,38,8,3,0,0,1,,5,S,0,S,15,0.784503,0.011558,0.009067,,0
5,39,4,6,0,0,1,,2,S,0,S,26,0.025324,0.780869,0.019775,,0
5,40,7,1,0,0,1,,6,S,0,S,12,0.753492,0.01887,0.014218,,0
5,41,3,8,0,0,1,,5,S,0,S,15,0.001502,0.795136,0.001195,,0
5,42,6,4,0,0,1,,2,S,0,S,20,0.764114,0.038698,0.02957,,0
5,43,4,7,0,0,1,,3,S,0,S,20,0.016772,0.787371,0.013206,,0
5,44,9,2,0,0,1,,7,L,0,S,14,0.777415,0.011751,0.009135,,0
5,45,8,7,0,0,1,,1,S,0,S,16,0.781805,0.015363,0.012011,,0
5,46,6,9,0,0,1,,3,S,0,S,16,0.038691,0.755695,0.029239,,0
5,47,1,3,0,0,1,,2,S,0,S,17,0.018421,0.78422,0.014446,,0
5,48,7,2,0,0,1,,5,S,0,S,14,0.761604,0.023659,0.018019,,0
5,49,1,8,0,0,1,,7,L,0,S,13,0.027473,0.751379,0.020643,,0
5,50,9,3,0,0,1,,6,S,0,S,14,0.758478,0.029522,0.022392,,0
5,51,2,6,0,0,1,,4,S,0,S,14,0.019947,0.769463,0.015348,,0
5,52,8,4,0,0,1,,4,S,0,S,16,0.764191,0.028482,0.021766,,0
5,53,9,1,0,0,1,,8,L,0,S,12,0.761901,0.012813,0.009762,,0
5,54,3,7,0,0,1,,4,S,0,S,19,0.024502,0.777066,0.01904,,0
5,55,7,9,0,0,1,,2,S,0,S,23,0.025771,0.778939,0.020074,,0
5,56,4,3,0,0,1,,1,S,0,S,25,0.773624,0.031114,0.024071,,0
5,57,4,2,0,0,1,,2,S,0,S,19,0.757181,0.037233,0.028192,,0
5,58,5,3,0,0,1,,2,S,0,S,24,0.794792,0.015171,0.012058,,0
5,59,1,6,0,0,1,,5,S,0,S,16,0.036203,0.758626,0.027465,,0
5,60,8,5,0,0,1,,3,S,0,S,17,0.767641,0.029293,0.022487,,0
5,61,7,3,0,0,1,,4,S,0,S,15,0.791449,0.007647,0.006052,,0
5,62,3,2,0,0,1,,1,S,0,S,20,0.767402,0.030485,0.023395,,0
5,63,2,1,0,0,1,,1,S,0,S,21,0.793363,0.011539,0.009155,,S
5,64,7,6,0,0,1,,1,S,0,S,15,0.777905,0.018114,0.014091,,0
5,65,1,7,0,0,1,,6,S,0,S,16,0.004047,0.798256,0.003231,,0
5,66,6,5,0,0,1,,1,S,0,S,33,0.791221,0.021154,0.016738,,0
5,67,9,8,0,0,1,,1,S,0,S,25,0.787263,0.019463,0.015323,,L
5,68,6,8,0,0,1,,2,S,0,S,16,0.041662,0.751511,0.031309,,0
5,69,8,9,0,0,1,,1,S,0,S,22,0.039241,0.759311,0.029796,,L
5,70,3,5,0,0,1,,2,S,0,S,17,0.017548,0.783118,0.013742,,0
5,71,5,1,0,0,1,,4,S,0,S,14,0.783828,0.007022,0.005504,,0
5,72,5,8,0,0,1,,3,S,0,S,15,0.009422,0.785921,0.007405,,0
6,1,2,9,0,0,1,,7,L,0,S,16,0.007724,0.795444,0.006144,,0
6,2,6,8,0,0,1,,2,S,0,S,16,0.037628,0.753313,0.028346,,0
6,3,6,3,0,0,1,,3,S,0,S,20,0.777599,0.024812,0.019294,,0
6,4,7,5,0,0,1,,2,S,0,S,17,0.756755,0.038766,0.029336,,0
6,5,6,2,0,0,1,,4,S,0,S,17,0.774169,0.026895,0.020821,,0
6,6,7,6,0,0,1,,1,S,0,S,24,0.776509,0.027287,0.021188,,0
6,7,1,8,0,0,1,,7,L,0,S,14,0.006808,0.785714,0.005349,,0
6,8,1,7,0,0,1,,6,S,0,S,15,0.006067,0.793546,0.004814,,0
6,9,8,2,0,0,1,,6,S,0,S,15,0.75982,0.031932,0.024263,,0
6,10,4,7,0,0,1,,3,S,0,S,18,0.035131,0.764806,0.026868,,0
6,11,5,4,0,0,1,,1,S,0,S,19,0.758572,0.040813,0.03096,,0
6,12,8,6,0,0,1,,2,S,0,S,25,0.778541,0.024846,0.019343,,0
6,13,7,3,0,0,1,,4,S,0,S,17,0.796788,0.00588,0.004686,,0
6,14,1,3,0,0,1,,2,S,0,S,16,0.039145,0.752987,0.029475,,0
6,15,2,8,0,0,1,,6,S,0,S,15,0.018204,0.774067,0.014091,,0
6,16,9,2,0,0,1,,7,L,0,S,15,0.776246,0.019649,0.015252,,0
6,17,4,8,0,0,1,,4,S,0,S,16,0.01721,0.780285,0.013429,,0
6,18,5,7,0,0,1,,2,S,0,S,23,0.014752,0.793076,0.011699,,0
6,19,8,3,0,0,1,,5,S,0,S,17,0.790346,0.010074,0.007962,,0
6,20,4,3,0,0,1,,1,S,0,S,22,0.762655,0.038638,0.029467,,0
6,21,8,4,0,0,1,,4,S,0,S,17,0.766296,0.031602,0.024217,,0
6,22,6,5,0,0,1,,1,S,0,S,24,0.786771,0.02072,0.016302,,0
6,23,4,5,0,0,1,,1,S,0,S,26,0.02178,0.7868,0.017136,,0
6,24,5,9,0,0,1,,4,S,0,S,19,0.027296,0.776677,0.021201,,0
6,25,9,4,0,0,1,,5,S,0,S,17,0.794003,0.010207,0.008105,,0
6,26,2,6,0,0,1,,4,S,0,S,16,0.027845,0.765409,0.021313,,0
6,27,3,4,0,0,1,,1,S,0,S,19,0.013336,0.791786,0.010559,,0
6,28,8,5,0,0,1,,3,S,0,S,18,0.796524,0.008017,0.006385,,0
6,29,8,7,0,0,1,,1,S,0,S,22,0.794222,0.01334,0.010595,,0
6,30,3,9,0,0,1,,6,S,0,S,15,0.03604,0.753753,0.027166,,0
6,31,5,8,0,0,1,,3,S,0,S,17,0.033821,0.759963,0.025703,,0
6,32,7,4,0,0,1,,3,S,0,S,17,0.773745,0.026657,0.020626,,0
6,33,6,1,0,0,1,,5,S,0,S,14,0.757764,0.027971,0.021196,,0
6,34,1,4,0,0,1,,3,S,0,S,16,0.016413,0.785183,0.012888,,0
6,35,1,2,0,0,1,,1,S,0,S,18,0.036075,0.766062,0.027636,,S
6,36,8,9,0,0,1,,1,S,0,S,25,0.043761,0.759879,0.033253,,L
6,37,2,3,0,0,1,,1,S,0,S,21,0.040972,0.757564,0.031039,,0
6,38,2,1,0,0,1,,1,S,0,S,15,0.75331,0.03491,0.026298,,S
6,39,3,8,0,0,1,,5,S,0,S,15,0.012181,0.780146,0.009503,,0
6,40,6,4,0,0,1,,2,S,0,S,22,0.772328,0.032999,0.025486,,0
6,41,9,7,0,0,1,,2,S,0,S,20,0.784665,0.020401,0.016008,,0
6,42,9,6,0,0,1,,3,S,0,S,21,0.753616,0.04388,0.033068,,0
6,43,6,7,0,0,1,,1,S,0,S,19,0.046927,0.750659,0.035226,,0
6,44,7,2,0,0,1,,5,S,0,S,15,0.764718,0.029004,0.02218,,0
6,45,9,1,0,0,1,,8,L,0,S,13,0.752651,0.026363,0.019842,,0
6,46,7,9,0,0,1,,2,S,0,S,27,0.021657,0.788991,0.017088,,0
6,47,2,5,0,0,1,,3,S,0,S,19,0.022177,0.780928,0.017319,,0
6,48,3,2,0,0,1,,1,S,0,S,24,0.780473,0.025739,0.020089,,0
6,49,2,7,0,0,1,,5,S,0,S,16,0.041125,0.750648,0.03087,,0
6,50,7,1,0,0,1,,6,S,0,S,14,0.799928,0,0,,0
6,51,6,9,0,0,1,,3,S,0,S,18,0.011476,0.795989,0.009135,,0
6,52,1,5,0,0,1,,4,S,0,S,16,0.011189,0.790291,0.008843,,0
6,53,5,3,0,0,1,,2,S,0,S,18,0.759431,0.036161,0.027462,,0
6,54,4,9,0,0,1,,5,S,0,S,17,0.018345,0.786116,0.014421,,0
6,55,3,6,0,0,1,,3,S,0,S,16,0.018692,0.775372,0.014494,,0
6,56,2,4,0,0,1,,2,S,0,S,19,0.038568,0.761956,0.029387,,0
6,57,5,6,0,0,1,,1,S,0,S,21,0.016278,0.787725,0.012822,,0
6,58,5,2,0,0,1,,3,S,0,S,16,0.761629,0.033653,0.025631,,0
6,59,8,1,0,0,1,,7,L,0,S,14,0.796645,0,0,,0
6,60,9,3,0,0,1,,6,S,0,S,16,0.765302,0.028123,0.021523,,0
6,61,1,6,0,0,1,,5,S,0,S,15,0,0.800284,0,,0
6,62,4,1,0,0,1,,3,S,0,S,15,0.796196,0.002621,0.002087,,0
6,63,3,5,0,0,1,,2,S,0,S,18,0.036419,0.75951,0.027661,,0
6,64,3,1,0,0,1,,2,S,0,S,16,0.7877,0.009668,0.007616,,0
6,65,1,9,0,0,1,,8,L,0,S,14,0.022697,0.769272,0.01746,,0
6,66,4,6,0,0,1,,2,S,0,S,18,0.012205,0.79138,0.009659,,0
6,67,9,8,0,0,0,,1,S,0,S,21,0.023947,0.778613,0.018645,,L
6,68,3,7,0,0,1,,4,S,0,S,16,0.03052,0.762454,0.02327,,0
6,69,7,8,0,0,1,,1,S,0,S,20,0.013059,0.791928,0.010342,,0
6,70,4,2,0,0,1,,2,S,0,S,18,0.78538,0.020335,0.01597,,0
6,71,5,1,0,0,1,,4,S,0,S,14,0.772782,0.015721,0.012149,,0
6,72,9,5,0,0,1,,4,S,0,S,17,0.779169,0.020721,0.016145,,0
7,1,5,8,0,0,1,,3,S,0,S,18,0.029617,0.769213,0.022781,,0
7,2,3,9,0,0,1,,6,S,0,S,13,0.019293,0.761797,0.014698,,0
7,3,5,1,0,0,1,,4,S,0,S,15,0.792664,0.004902,0.003886,,0
7,4,1,3,0,0,1,,2,S,0,S,15,0.014738,0.780118,0.011497,,0
7,5,6,4,0,0,1,,2,S,0,S,20,0.772065,0.029954,0.023126,,0
7,6,3,8,0,0,1,,5,S,0,S,14,0.012026,0.779732,0.009377,,0
7,7,2,7,0,0,1,,5,S,0,S,16,0.002606,0.799157,0.002082,,0
7,8,7,1,0,0,1,,6,S,0,S,13,0.765433,0.017804,0.013628,,0
7,9,9,1,0,0,1,,8,L,0,S,13,0.769883,0.015047,0.011584,,0
7,10,3,2,0,0,1,,1,S,0,S,24,0.775142,0.029965,0.023227,,0
7,11,2,3,0,0,1,,1,S,0,S,16,0.03806,0.754173,0.028704,,0
7,12,7,5,0,0,1,,2,S,0,S,17,0.797773,0.004995,0.003985,,0
7,13,5,6,0,0,1,,1,S,0,S,18,0.033212,0.76302,0.025341,,0
7,14,5,7,0,0,1,,2,S,0,S,22,0.030501,0.771965,0.023545,,0
7,15,4,7,0,0,1,,3,S,0,S,21,0.040699,0.760254,0.030942,,0
7,16,8,4,0,0,1,,4,S,0,S,16,0.762981,0.028994,0.022122,,0
7,17,2,1,0,0,1,,1,S,0,S,18,0.777778,0.023783,0.018498,,S
7,18,7,4,0,0,1,,3,S,0,S,16,0.791155,0.00754,0.005965,,0
7,19,3,6,0,0,1,,3,S,0,S,14,0.013389,0.776536,0.010397,,0
7,20,2,5,0,0,1,,3,S,0,S,16,0.007326,0.792128,0.005803,,0
7,21,3,1,0,0,1,,2,S,0,S,23,0.763484,0.039573,0.030214,,0
7,22,8,6,0,0,1,,2,S,0,S,20,0.76792,0.031649,0.024304,,0
7,23,6,5,0,0,1,,1,S,0,S,30,0.766705,0.037607,0.028834,,0
7,24,3,7,0,0,1,,4,S,0,S,15,0.000322,0.799236,0.000258,,0
7,25,7,6,0,0,1,,1,S,0,S,18,0.75103,0.043398,0.032593,,0
7,26,9,5,0,0,1,,4,S,0,S,16,0.760401,0.032957,0.025061,,0
7,27,7,8,0,0,0,,1,S,0,S,18,0.752713,0.043382,0.032654,,0
7,28,6,7,0,0,1,,1,S,0,S,29,0.035492,0.770474,0.027346,,0
7,29,1,6,0,0,1,,5,S,0,S,14,0.006933,0.784106,0.005436,,0
7,30,1,9,0,0,1,,8,L,0,S,13,0.014359,0.767521,0.011021,,0
7,31,5,3,0,0,1,,2,S,0,S,23,0.779885,0.024769,0.019317,,0
7,32,8,5,0,0,1,,3,S,0,S,17,0.759824,0.034318,0.026075,,0
7,33,9,2,0,0,1,,7,L,0,S,13,0.767682,0.016276,0.012494,,0
7,34,6,8,0,0,1,,2,S,0,S,19,0.03044,0.77267,0.02352,,0
7,35,6,2,0,0,1,,4,S,0,S,14,0.756968,0.030239,0.02289,,0
7,36,7,2,0,0,1,,5,S,0,S,13,0.763186,0.019061,0.014547,,0
7,37,1,4,0,0,1,,3,S,0,S,15,0.01776,0.774146,0.013749,,0
7,38,8,9,0,0,1,,1,S,0,S,20,0.039971,0.756845,0.030252,,L
7,39,8,3,0,0,1,,5,S,0,S,16,0.764992,0.029135,0.022288,,0
7,40,8,2,0,0,1,,6,S,0,S,13,0.750681,0.028002,0.02102,,0
7,41,2,9,0,0,1,,7,L,0,S,14,0.005834,0.785303,0.004582,,0
7,42,4,6,0,0,1,,2,S,0,S,18,0.02343,0.777087,0.018207,,0
7,43,9,6,0,0,1,,3,S,0,S,18,0.769873,0.02932,0.022572,,0
7,44,5,4,0,0,1,,1,S,0,S,23,0.790766,0.014139,0.011181,,0
7,45,2,4,0,0,1,,2,S,0,S,17,0.006508,0.794935,0.005173,,0
7,46,1,5,0,0,1,,4,S,0,S,14,0.031497,0.752116,0.023689,,0
7,47,5,9,0,0,1,,4,S,0,S,16,0.013264,0.783149,0.010387,,0
7,48,8,1,0,0,1,,7,L,0,S,13,0.753068,0.026654,0.020073,,0
7,49,4,9,0,0,1,,5,S,0,S,16,0.008185,0.791192,0.006476,,0
7,50,4,1,0,0,1,,3,S,0,S,15,0.792308,0.006346,0.005028,,0
7,51,6,1,0,0,1,,5,S,0,S,14,0.760004,0.028383,0.021572,,0
7,52,4,3,0,0,1,,1,S,0,S,24,0.784275,0.022923,0.017978,,0
7,53,9,4,0,0,1,,5,S,0,S,15,0.750041,0.037357,0.028019,,0
7,54,1,8,0,0,1,,7,L,0,S,14,0.005605,0.787238,0.004413,,0
7,55,1,7,0,0,1,,6,S,0,S,14,0.02825,0.757393,0.021397,,0
7,56,2,6,0,0,1,,4,S,0,S,15,0.007733,0.787997,0.006093,,0
7,57,6,3,0,0,1,,3,S,0,S,20,0.769323,0.033985,0.026146,,0
7,58,7,9,0,0,1,,2,S,0,S,24,0.024682,0.779182,0.019232,,0
7,59,1,2,0,0,1,,1,S,0,S,28,0.041139,0.760901,0.031303,,S
7,60,9,7,0,0,1,,2,S,0,S,16,0.756301,0.037007,0.027989,,0
7,61,8,7,0,0,1,,1,S,0,S,17,0.753677,0.040009,0.030154,,0
7,62,7,3,0,0,1,,4,S,0,S,16,0.793416,0.007408,0.005878,,0
7,63,3,4,0,0,1,,1,S,0,S,15,0.027837,0.762019,0.021212,,0
7,64,6,9,0,0,1,,3,S,0,S,16,0.028297,0.76668,0.021694,,0
7,65,5,2,0,0,1,,3,S,0,S,15,0.78941,0.006958,0.005493,,0
7,66,9,3,0,0,1,,6,S,0,S,15,0.752177,0.03738,0.028116,,0
7,67,2,8,0,0,1,,6,S,0,S,15,0.006049,0.791615,0.004789,,0
7,68,4,5,0,0,1,,1,S,0,S,22,0.031745,0.770986,0.024475,,0
7,69,4,2,0,0,1,,2,S,0,S,15,0.789023,0.008432,0.006653,,0
7,70,3,5,0,0,1,,2,S,0,S,15,0.003809,0.793773,0.003024,,0
7,71,9,8,0,0,1,,1,S,0,S,18,0.771702,0.029154,0.022498,,L
7,72,4,8,0,0,1,,4,S,0,S,18,0.020011,0.782993,0.015669,,0
8,1,2,9,0,0,1,,7,L,0,S,14,0.004659,0.786923,0.003666,,0
8,2,5,4,0,0,1,,1,S,0,S,18,0.751709,0.045967,0.034554,,0
8,3,8,4,0,0,1,,4,S,0,S,15,0.787222,0.012583,0.009906,,0
8,4,4,7,0,0,1,,3,S,0,S,15,0.034232,0.757927,0.025945,,0
8,5,9,3,0,0,1,,6,S,0,S,15,0.783189,0.013795,0.010804,,0
8,6,3,6,0,0,1,,3,S,0,S,15,0.012393,0.786287,0.009744,,0
8,7,7,6,0,0,0,,1,S,0,S,16,0.039851,0.754279,0.030058,,0
8,8,9,8,0,0,1,,1,S,0,S,21,0.757596,0.043377,0.032862,,L
8,9,8,3,0,0,1,,5,S,0,S,15,0.794521,0.006406,0.00509,,0
8,10,5,1,0,0,1,,4,S,0,S,13,0.770281,0.013229,0.01019,,0
8,11,9,6,0,0,1,,3,S,0,S,32,0.757662,0.045823,0.034719,,0
8,12,2,8,0,0,1,,6,S,0,S,14,0.021966,0.765225,0.016809,,0
8,13,2,3,0,0,1,,1,S,0,S,18,0.014059,0.789135,0.011095,,0
8,14,4,1,0,0,1,,3,S,0,S,14,0.802134,0,0,,0
8,15,4,9,0,0,1,,5,S,0,S,15,0.015769,0.781282,0.01232,,0
8,16,5,3,0,0,1,,2,S,0,S,18,0.776412,0.02591,0.020117,,0
8,17,3,9,0,0,1,,6,S,0,S,15,0.004447,0.79513,0.003536,,0
8,18,1,5,0,0,1,,4,S,0,S,14,0,0.801253,0,,0
8,19,7,5,0,0,1,,2,S,0,S,19,0.774659,0.027657,0.021425,,0
8,20,4,5,0,0,1,,1,S,0,S,27,0.026921,0.781298,0.021033,,0
8,21,8,7,0,0,1,,1,S,0,S,22,0.786824,0.021762,0.017123,,0
8,22,6,2,0,0,1,,4,S,0,S,14,0.750406,0.034323,0.025756,,0
8,23,4,6,0,0,1,,2,S,0,S,15,0.024785,0.771077,0.019111,,0
8,24,1,6,0,0,1,,5,S,0,S,12,0.014948,0.75962,0.011355,,0
8,25,6,9,0,0,1,,3,S,0,S,24,0.027135,0.778598,0.021128,,0
8,26,7,2,0,0,1,,5,S,0,S,17,0.78462,0.017181,0.01348,,0
8,27,9,1,0,0,1,,8,L,0,S,12,0.758029,0.015898,0.012051,,0
8,28,3,8,0,0,1,,5,S,0,S,15,0.029574,0.763825,0.022589,,0
8,29,7,1,0,0,1,,6,S,0,S,13,0.773386,0.011338,0.008768,,0
8,30,3,4,0,0,1,,1,S,0,S,24,0.02102,0.789813,0.016602,,0
8,31,3,5,0,0,1,,2,S,0,S,22,0.013574,0.795642,0.0108,,0
8,32,3,1,0,0,1,,2,S,0,S,14,0.791057,0.003199,0.002531,,0
8,33,1,8,0,0,1,,7,L,0,S,12,0.02116,0.750841,0.015888,,0
8,34,8,9,0,0,1,,1,S,0,S,28,0.021241,0.788657,0.016752,,L
8,35,3,2,0,0,1,,1,S,0,S,21,0.753966,0.046746,0.035245,,0
8,36,9,2,0,0,1,,7,L,0,S,15,0.800731,0,0,,0
8,37,2,5,0,0,1,,3,S,0,S,17,0.020646,0.777003,0.016042,,0
8,38,1,7,0,0,1,,6,S,0,S,12,0.018158,0.754401,0.013698,,0
8,39,4,3,0,0,1,,1,S,0,S,22,0.751438,0.051141,0.038429,,0
8,40,2,1,0,0,1,,1,S,0,S,15,0.786492,0.007816,0.006147,,S
8,41,5,9,0,0,1,,4,S,0,S,16,0.021953,0.775045,0.017015,,0
8,42,7,3,0,0,1,,4,S,0,S,18,0.788413,0.016913,0.013335,,0
8,43,1,4,0,0,1,,3,S,0,S,14,0,0.799238,0,,0
8,44,6,8,0,0,0,,2,S,0,S,21,0.76516,0.037497,0.028691,,0
8,45,1,2,0,0,1,,1,S,0,S,14,0.013503,0.775461,0.010471,,S
8,46,6,3,0,0,1,,3,S,0,S,15,0.78443,0.012945,0.010155,,0
8,47,7,8,0,0,1,,1,S,0,S,17,0.034406,0.763699,0.026276,,0
8,48,8,6,0,0,1,,2,S,0,S,24,0.766248,0.039914,0.030584,,0
8,49,8,5,0,0,1,,3,S,0,S,15,0.772608,0.022224,0.01717,,0
8,50,5,8,0,0,1,,3,S,0,S,17,0.028492,0.770503,0.021953,,0
8,51,6,5,0,0,1,,1,S,0,S,15,0.761251,0.02964,0.022564,,0
8,52,9,7,0,0,1,,2,S,0,S,24,0.782523,0.024161,0.018906,,0
8,53,4,8,0,0,1,,4,S,0,S,16,0.007769,0.796034,0.006184,,0
8,54,6,4,0,0,1,,2,S,0,S,15,0.77665,0.019476,0.015126,,0
8,55,8,2,0,0,1,,6,S,0,S,14,0.759718,0.02854,0.021682,,0
8,56,9,4,0,0,1,,5,S,0,S,15,0.775342,0.020376,0.015798,,0
8,57,7,9,0,0,1,,2,S,0,S,16,0.025886,0.770705,0.019951,,0
8,58,9,5,0,0,1,,4,S,0,S,15,0.759838,0.030612,0.02326,,0
8,59,3,7,0,0,1,,4,S,0,S,15,0.020819,0.774504,0.016125,,0
8,60,1,3,0,0,1,,2,S,0,S,14,0.001241,0.792691,0.000984,,0
8,61,5,7,0,0,1,,2,S,0,S,17,0.012954,0.789566,0.010228,,0
8,62,2,6,0,0,1,,4,S,0,S,14,0.010157,0.781041,0.007933,,0
8,63,1,9,0,0,1,,8,L,0,S,12,0.012013,0.762409,0.009159,,0
8,64,2,7,0,0,1,,5,S,0,S,14,0.016109,0.772324,0.012442,,0
8,65,8,1,0,0,1,,7,L,0,S,12,0.763788,0.012881,0.009838,,0
8,66,7,4,0,0,1,,3,S,0,S,18,0.765849,0.035364,0.027084,,0
8,67,6,7,0,0,0,,1,S,0,S,23,0.750929,0.049261,0.036992,,0
8,68,4,2,0,0,1,,2,S,0,S,19,0.752692,0.046602,0.035077,,0
8,69,5,2,0,0,1,,3,S,0,S,17,0.775496,0.023847,0.018493,,0
8,70,6,1,0,0,1,,5,S,0,S,12,0.758619,0.015561,0.011805,,0
8,71,2,4,0,0,1,,2,S,0,S,17,0.033681,0.76288,0.025695,,0
8,72,5,6,0,0,1,,1,S,0,S,16,0.035287,0.759423,0.026798,,0
9,1,2,3,0,0,1,,1,S,0,S,21,0.03652,0.762531,0.027848,,0
9,2,1,2,0,0,1,,1,S,0,S,18,0.028564,0.769604,0.021983,,S
9,3,9,2,0,0,1,,7,L,0,S,15,0.796423,0.003617,0.002881,,0
9,4,5,1,0,0,1,,4,S,0,S,15,0.80108,0.000703,0.000563,,0
9,5,4,5,0,0,1,,1,S,0,S,20,0.015016,0.790187,0.011865,,0
9,6,9,8,0,0,1,,1,S,0,S,35,0.763588,0.041013,0.031317,,L
9,7,2,6,0,0,1,,4,S,0,S,16,0.005413,0.793643,0.004296,,0
9,8,1,7,0,0,1,,6,S,0,S,14,0.017606,0.766303,0.013492,,0
9,9,3,1,0,0,1,,2,S,0,S,18,0.789591,0.013142,0.010377,,0
9,10,2,4,0,0,1,,2,S,0,S,15,0.022838,0.768957,0.017562,,0
9,11,7,6,0,0,1,,1,S,0,S,16,0.781122,0.018001,0.014061,,0
9,12,3,2,0,0,1,,1,S,0,S,24,0.790046,0.016567,0.013088,,0
9,13,6,8,0,0,1,,2,S,0,S,21,0.045885,0.750865,0.034454,,0
9,14,9,3,0,0,1,,6,S,0,S,15,0.781694,0.014872,0.011625,,0
9,15,2,7,0,0,1,,5,S,0,S,15,0.014588,0.774719,0.011302,,0
9,16,6,4,0,0,1,,2,S,0,S,25,0.794201,0.013721,0.010898,,0
9,17,3,4,0,0,1,,1,S,0,S,16,0.004218,0.797046,0.003362,,0
9,18,7,2,0,0,1,,5,S,0,S,14,0.791942,0.003308,0.002619,,0
9,19,5,8,0,0,1,,3,S,0,S,18,0.041387,0.757656,0.031357,,0
9,20,2,1,0,0,1,,1,S,0,S,19,0.777583,0.023313,0.018128,,S
9,21,4,6,0,0,1,,2,S,0,S,17,0.033753,0.764096,0.025791,,0
9,22,9,6,0,0,1,,3,S,0,S,18,0.754275,0.043216,0.032596,,0
9,23,6,3,0,0,1,,3,S,0,S,15,0.75048,0.036382,0.027304,,0
9,24,2,8,0,0,1,,6,S,0,S,15,0.001044,0.795856,0.000831,,0
9,25,3,7,0,0,1,,4,S,0,S,15,0.030126,0.755181,0.022751,,0
9,26,7,5,0,0,1,,2,S,0,S,15,0.770897,0.021412,0.016507,,0
9,27,8,2,0,0,1,,6,S,0,S,14,0.75386,0.033475,0.025236,,0
9,28,5,4,0,0,0,,1,S,0,S,21,0.045705,0.757426,0.034618,,0
9,29,5,6,0,0,1,,1,S,0,S,33,0.047885,0.756008,0.036201,,0
9,30,1,5,0,0,1,,4,S,0,S,15,0.030681,0.755583,0.023182,,0
9,31,5,3,0,0,1,,2,S,0,S,16,0.771237,0.026722,0.020609,,0
9,32,1,9,0,0,1,,8,L,0,S,14,0,0.794624,0,,0
9,33,8,6,0,0,1,,2,S,0,S,18,0.780757,0.023067,0.01801,,0
9,34,4,2,0,0,1,,2,S,0,S,19,0.786752,0.019086,0.015016,,0
9,35,7,4,0,0,1,,3,S,0,S,16,0.75366,0.040523,0.030541,,0
9,36,2,9,0,0,1,,7,L,0,S,14,0.025492,0.759025,0.019349,,0
9,37,5,9,0,0,1,,4,S,0,S,17,0.040715,0.755915,0.030777,,0
9,38,8,9,0,0,1,,1,S,0,S,24,0.03787,0.767144,0.029052,,L
9,39,1,6,0,0,1,,5,S,0,S,15,0.001018,0.79607,0.000811,,0
9,40,4,1,0,0,1,,3,S,0,S,16,0.765294,0.030944,0.023681,,0
9,41,7,8,0,0,0,,1,S,0,S,18,0.784886,0.018869,0.01481,,0
9,42,2,5,0,0,1,,3,S,0,S,17,0.013568,0.783644,0.010632,,0
9,43,3,5,0,0,1,,2,S,0,S,18,0.008326,0.792876,0.006601,,0
9,44,4,8,0,0,1,,4,S,0,S,16,0.005942,0.796624,0.004733,,0
9,45,7,3,0,0,1,,4,S,0,S,14,0.781192,0.01136,0.008875,,0
9,46,8,4,0,0,1,,4,S,0,S,19,0.768302,0.035325,0.02714,,0
9,47,8,7,0,0,1,,1,S,0,S,21,0.767363,0.03342,0.025646,,0
9,48,9,4,0,0,1,,5,S,0,S,20,0.775464,0.029745,0.023066,,0
9,49,6,7,0,0,1,,1,S,0,S,26,0.026488,0.772912,0.020473,,0
9,50,1,3,0,0,1,,2,S,0,S,17,0.036695,0.756789,0.02777,,0
9,51,9,1,0,0,1,,8,L,0,S,14,0.787819,0.006641,0.005232,,0
9,52,7,1,0,0,1,,6,S,0,S,13,0.770804,0.014581,0.011239,,0
9,53,6,9,0,0,1,,3,S,0,S,19,0.042467,0.752709,0.031965,,0
9,54,8,3,0,0,1,,5,S,0,S,15,0.791526,0.007922,0.00627,,0
9,55,9,5,0,0,1,,4,S,0,S,17,0.786746,0.014104,0.011096,,0
9,56,6,5,0,0,1,,1,S,0,S,18,0.779453,0.018571,0.014475,,0
9,57,8,5,0,0,1,,3,S,0,S,16,0.754315,0.038147,0.028775,,0
9,58,9,7,0,0,1,,2,S,0,S,23,0.787164,0.017597,0.013852,,0
9,59,4,9,0,0,1,,5,S,0,S,15,0.025925,0.767092,0.019887,,0
9,60,6,1,0,0,1,,5,S,0,S,14,0.765736,0.021109,0.016164,,0
9,61,3,9,0,0,1,,6,S,0,S,15,0.002271,0.794588,0.001804,,0
9,62,5,7,0,0,1,,2,S,0,S,20,0.018179,0.785587,0.014281,,0
9,63,3,8,0,0,1,,5,S,0,S,15,0.01489,0.778676,0.011594,,0
9,64,3,6,0,0,1,,3,S,0,S,16,0.025729,0.768362,0.019769,,0
9,65,4,7,0,0,1,,3,S,0,S,16,0.025219,0.768295,0.019376,,0
9,66,5,2,0,0,1,,3,S,0,S,16,0.792827,0.009981,0.007913,,0
9,67,6,2,0,0,1,,4,S,0,S,15,0.768093,0.023047,0.017702,,0
9,68,1,8,0,0,1,,7,L,0,S,14,0.007066,0.783658,0.005537,,0
9,69,1,4,0,0,1,,3,S,0,S,14,0.023439,0.763433,0.017894,,0
9,70,7,9,0,0,0,,2,S,0,S,19,0.777296,0.025863,0.020104,,0
9,71,4,3,0,0,1,,1,S,0,S,20,0.770268,0.032903,0.025344,,0
9,72,8,1,0,0,1,,7,L,0,S,14,0.794925,0.001834,0.001458,,0
10,1,3,1,0,0,1,,2,S,0,S,15,0.760796,0.028444,0.02164,,0
10,2,5,4,0,0,1,,1,S,0,S,19,0.79019,0.014972,0.011831,,0
