ANN,trial,N1,N2,P1,P2,Succ.,Cong,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,2,1,1,9,1,I,1,S,8,L,14,0.721302,0.644423,0.464823
1,2,2,1,9,1,1,C,1,S,8,L,7,0.758223,0.227872,0.172778
1,3,2,8,8,9,1,C,6,S,1,S,8,0.258676,0.800371,0.207037
1,4,9,1,2,8,1,I,8,L,6,S,9,0.753039,0.450973,0.3396
1,5,2,1,8,1,1,C,1,S,7,L,7,0.753334,0.232127,0.174869
1,6,2,9,8,1,1,I,7,L,7,L,10,0.537677,0.713874,0.383834
1,7,2,8,2,1,1,I,6,S,1,S,8,0.369503,0.700245,0.258742
1,8,8,2,2,9,1,I,6,S,7,L,10,0.733098,0.513348,0.376334
1,9,8,9,1,8,1,C,1,S,7,L,8,0.301216,0.746262,0.224786
1,10,9,8,2,1,1,C,1,S,1,S,10,0.7696,0.34657,0.26672
1,11,1,8,8,1,1,I,7,L,7,L,9,0.488675,0.717372,0.350562
1,12,2,9,2,1,1,I,7,L,1,S,9,0.38353,0.760225,0.291569
1,13,1,8,1,9,1,C,7,L,8,L,6,0.166573,0.760025,0.1266
1,14,9,2,8,2,1,C,7,L,6,S,6,0.708926,0.201986,0.143193
1,15,8,2,8,2,1,C,6,S,6,S,7,0.828179,0.18444,0.152749
1,16,8,9,9,1,0,I,1,S,8,L,9,0.746304,0.362096,0.270234
1,17,9,1,9,1,1,C,8,L,8,L,6,0.768711,0.161991,0.124525
1,18,8,1,2,8,1,I,7,L,6,S,9,0.733338,0.463176,0.339664
1,19,1,9,8,9,1,C,8,L,1,S,7,0.252466,0.739792,0.186772
1,20,9,2,1,9,1,I,7,L,8,L,10,0.735737,0.530323,0.390179
1,21,9,1,9,2,1,C,8,L,7,L,6,0.746684,0.176291,0.131634
1,22,8,9,9,8,1,I,1,S,1,S,16,0.547827,0.714021,0.39116
1,23,8,9,8,9,1,C,1,S,1,S,11,0.426298,0.700215,0.2985
1,24,9,8,2,8,0,I,1,S,6,S,9,0.39996,0.700994,0.28037
1,25,8,2,2,8,1,I,6,S,6,S,10,0.736665,0.508299,0.374447
1,26,9,1,9,8,1,C,8,L,1,S,7,0.752373,0.244708,0.184112
1,27,9,2,1,8,1,I,7,L,7,L,10,0.738074,0.526974,0.388946
1,28,1,8,9,1,1,I,7,L,8,L,9,0.493727,0.712889,0.351973
1,29,1,8,8,9,1,C,7,L,1,S,7,0.250584,0.74171,0.18586
1,30,8,2,8,9,1,I,6,S,1,S,8,0.753542,0.307331,0.231587
1,31,9,2,9,1,1,C,7,L,8,L,6,0.736824,0.182577,0.134527
1,32,2,9,1,2,1,C,7,L,1,S,7,0.228843,0.75748,0.173344
1,33,1,8,9,8,1,I,7,L,1,S,7,0.277075,0.712647,0.197457
1,34,1,9,8,1,1,I,8,L,7,L,9,0.490607,0.715432,0.350996
1,35,1,2,9,8,1,I,1,S,1,S,10,0.403293,0.717936,0.289539
1,36,2,8,2,9,1,C,6,S,7,L,7,0.178372,0.833812,0.148729
1,37,1,2,2,1,1,I,1,S,1,S,12,0.54236,0.704709,0.382206
1,38,9,1,8,2,1,C,8,L,6,S,6,0.740814,0.1814,0.134384
1,39,2,8,8,2,1,I,6,S,6,S,10,0.505787,0.737555,0.373046
1,40,2,1,1,8,1,I,1,S,7,L,14,0.723482,0.641469,0.464091
1,41,8,1,1,8,1,I,7,L,7,L,9,0.708575,0.4995,0.353933
1,42,8,2,9,2,1,C,6,S,7,L,7,0.834967,0.178712,0.149218
1,43,8,2,1,8,1,I,6,S,7,L,10,0.711404,0.544441,0.387318
1,44,8,9,8,1,0,I,1,S,7,L,9,0.741252,0.366578,0.271727
1,45,9,8,8,1,1,C,1,S,7,L,8,0.747918,0.298306,0.223108
1,46,1,2,2,8,1,C,1,S,6,S,8,0.249699,0.803271,0.200576
1,47,9,1,1,2,1,I,8,L,1,S,8,0.748212,0.352165,0.263494
1,48,8,2,1,9,1,I,6,S,8,L,10,0.709067,0.547791,0.38842
1,49,1,2,8,2,1,I,1,S,6,S,15,0.649059,0.717384,0.465625
1,50,9,1,1,8,1,I,8,L,7,L,9,0.728276,0.487297,0.354887
1,51,1,2,9,1,1,I,1,S,8,L,16,0.666873,0.72255,0.481849
1,52,9,2,2,1,1,C,7,L,1,S,7,0.767653,0.225493,0.173101
1,53,1,2,1,9,1,C,1,S,8,L,7,0.252094,0.728823,0.183732
