ANN,trial,N1,N2,P1,P2,Succ.,Cong,Ndist,Ndist,Pdist,Pdist,rt,a1,a2,x_acc
1,1,1,8,8,9,1,C,7,L,1,S,8,0.228735,0.846873,0.193709
1,2,8,1,8,1,1,C,7,L,7,L,7,0.895839,0.139776,0.125216
1,3,9,8,1,2,1,I,1,S,1,S,24,0.80547,0.605709,0.487881
1,4,2,9,1,2,1,C,7,L,1,S,8,0.19329,0.882943,0.170664
1,5,1,8,8,1,1,I,7,L,7,L,11,0.511344,0.803567,0.410899
1,6,2,8,8,2,1,I,6,S,6,S,12,0.520463,0.811655,0.422437
1,7,1,9,9,8,1,I,8,L,1,S,8,0.270194,0.80233,0.216785
1,8,8,1,1,8,1,I,7,L,7,L,12,0.827951,0.526042,0.435537
1,9,2,9,9,2,1,I,7,L,7,L,12,0.529739,0.802966,0.425363
1,10,2,8,8,1,1,I,6,S,7,L,13,0.548943,0.820249,0.45027
1,11,1,2,9,2,1,I,1,S,7,L,19,0.614499,0.802486,0.493127
1,12,1,9,2,9,1,C,8,L,7,L,7,0.152785,0.875665,0.133788
1,13,9,1,9,1,1,C,8,L,8,L,7,0.919257,0.124824,0.114745
1,14,9,8,8,1,1,C,1,S,7,L,9,0.832661,0.277383,0.230966
1,15,9,2,8,1,1,C,7,L,7,L,7,0.87912,0.152207,0.133808
1,16,2,1,2,9,1,I,1,S,7,L,17,0.812557,0.594539,0.483097
1,17,1,8,2,8,1,C,7,L,6,S,7,0.153912,0.873036,0.134371
1,18,8,2,2,8,1,I,6,S,6,S,12,0.811217,0.522386,0.423768
1,19,2,8,2,1,1,I,6,S,1,S,10,0.389922,0.815967,0.318163
1,20,2,9,1,9,1,C,7,L,8,L,7,0.160165,0.863109,0.138239
1,21,1,9,8,2,1,I,8,L,6,S,11,0.48474,0.822473,0.398685
1,22,1,9,1,9,1,C,8,L,8,L,7,0.13195,0.907824,0.119787
1,23,1,9,2,1,1,I,8,L,1,S,9,0.351162,0.808893,0.284052
1,24,9,2,8,9,1,I,7,L,1,S,9,0.857376,0.281248,0.241136
1,25,9,2,9,1,1,C,7,L,8,L,7,0.884009,0.147951,0.13079
1,26,1,2,2,8,1,C,1,S,6,S,8,0.249699,0.803271,0.200576
1,27,8,2,1,9,1,I,6,S,8,L,13,0.813299,0.560211,0.455619
